Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Preferred Sports Drink Type,Average Weekly Consumption (Bottles)
922209,Male,26,5.8,Build muscle,4,2738,Fresh juice,8
156958,Male,18,7.6,General health,4,2033,Electrolyte,11
182074,Male,30,3.7,General health,1,2102,Electrolyte,10
635017,Female,32,8.7,Fat loss,5,1594,Protein shakes,10
855073,Female,19,4.9,Flexibility,1,2152,Fresh juice,8
276089,Male,23,6.8,Build muscle,2,2833,Protein shakes,7
297392,Male,33,4.8,Build muscle,0,2612,Protein shakes,9
258823,Male,38,5,Endurance training,1,2108,Electrolyte,6
730152,Female,31,6.3,Build muscle,4,2861,Protein shakes,10
493002,Female,35,,Build muscle,1,2844,Protein shakes,11
833429,Male,31,7.2,Build muscle,4,2788,Protein shakes,9
598863,Female,23,6.3999999999999995,Build muscle,1,2596,Protein shakes,11
467654,Male,28,4.9,General health,1,1815,Protein shakes,7
679036,Female,25,6.5,Build muscle,5,2543,Protein shakes,15
630089,Male,21,8.2,Fat loss,4,1941,Electrolyte,12
250262,Male,24,7.4,Build muscle,4,2875,Protein shakes,9
542905,Male,31,5.3,Endurance training,1,,Electrolyte,11
335362,Female,29,4.7,Build muscle,1,2889,Protein shakes,7
544209,Female,28,3.2,General health,0,,,8
653880,Male,28,7.5,Fat loss,4,1716,Electrolyte,10
897079,Female,30,7.1,Build muscle,4,2898,Electrolyte,13
764076,Female,33,6.5,Fat loss,3,1759,Fresh juice,9
319963,Male,24,7.1000000000000005,Build muscle,4,2811,Protein shakes,10
580761,Male,21,9.7,Fat loss,6,1819,Electrolyte,11
348710,Female,29,5.7,Build muscle,3,2695,Protein shakes,11
320984,Male,23,6.7,Flexibility,4,1977,Fresh juice,15
997059,Male,29,6.3,Build muscle,5,2917,,8
956748,Other,28,5.6,Endurance training,2,2474,Protein shakes,9
882355,Male,22,9.1,Build muscle,5,2594,Protein shakes,11
364512,Male,29,6.4,Build muscle,4,2555,Electrolyte,10
701863,Male,33,7.8,Fat loss,4,1531,Electrolyte,8
368799,Female,27,6.9,Flexibility,4,1730,Fresh juice,9
337549,Male,21,6.7,Build muscle,2,2871,Protein shakes,9
694319,Male,24,7.3,Build muscle,2,2508,Electrolyte,12
584299,Male,28,5.5,Build muscle,1,2690,Electrolyte,11
712210,Male,30,6.1,Build muscle,4,2860,Protein shakes,9
548982,Male,37,7.2,Build muscle,4,2699,Protein shakes,13
224046,Male,22,7.9,Fat loss,4,1833,Electrolyte,10
506619,Female,26,4.9,Build muscle,2,2660,Protein shakes,9
132097,Male,31,,Build muscle,5,2586,Electrolyte,11
766326,Male,31,4.2,General health,2,1820,Protein shakes,12
749150,Male,21,9.2,Build muscle,5,2810,,10
330229,Male,28,,Build muscle,1,2575,Protein shakes,12
218834,Male,27,7.300000000000001,Build muscle,4,2940,Protein shakes,12
193848,Female,30,4,Endurance training,1,2385,Fresh juice,5
152921,Male,25,5.1,Build muscle,3,2640,Protein shakes,13
805086,Male,19,6.199999999999999,Fat loss,2,1625,Fresh juice,9
750429,Male,27,7,Build muscle,5,2750,Protein shakes,11
805660,Female,39,7.8,Fat loss,5,1887,Electrolyte,11
384821,Female,22,7.9,Build muscle,2,2583,Fresh juice,10
155609,Female,36,6.1,Endurance training,4,2433,Protein shakes,8
327897,Male,22,7.2,General health,5,2170,Fresh juice,11
131024,Female,31,4.3,Endurance training,1,2047,Electrolyte,7
170313,Male,30,7.2,Build muscle,5,2878,Protein shakes,9
489957,Male,25,5.3,Build muscle,1,2577,Protein shakes,9
284078,Male,31,6.1000000000000005,Build muscle,1,2529,Electrolyte,11
457429,Male,22,6.1,Build muscle,1,2784,Protein shakes,14
561243,Other,29,5.6,Build muscle,3,2635,Protein shakes,7
213632,Female,32,3.9,General health,1,1939,Electrolyte,8
351451,Male,28,6.3999999999999995,Build muscle,2,2540,Electrolyte,12
103051,Female,21,6.5,Fat loss,0,1985,Electrolyte,10
804107,Other,32,7.800000000000001,Fat loss,4,1781,Electrolyte,8
476836,Female,23,7.800000000000001,Fat loss,1,1549,Protein shakes,11
711523,Female,35,5.4,Build muscle,2,2757,Electrolyte,11
821772,Female,35,4.4,General health,1,2159,Electrolyte,12
289407,Other,27,7.3999999999999995,Build muscle,4,2939,Energy drinks,8
549395,Female,27,5.2,General health,1,,Protein shakes,7
562894,Male,19,7,General health,4,1933,Protein shakes,12
311810,Male,18,6.2,General health,4,2439,Fresh juice,8
827975,Female,23,6.8,Fat loss,3,1603,Fresh juice,11
173523,Male,28,5.300000000000001,Build muscle,0,2753,Electrolyte,14
860463,Female,31,6.8,Build muscle,5,2594,Protein shakes,7
194476,Male,39,4.8,Endurance training,2,2336,Protein shakes,10
333841,Male,30,4.8999999999999995,Build muscle,1,2716,Protein shakes,9
903451,Male,26,5.3,General health,4,2372,Fresh juice,7
970045,Male,28,3.9,Build muscle,0,2979,Fresh juice,7
322866,Other,24,5.4,Build muscle,1,2767,Fresh juice,9
186672,Female,20,8.5,Build muscle,5,2740,Protein shakes,12
698135,Female,25,7,Build muscle,3,,Electrolyte,15
444894,Female,28,7.1,Fat loss,4,1646,Fresh juice,12
834994,Male,23,6,General health,4,2400,Protein shakes,9
128251,Male,28,,Endurance training,4,2094,Electrolyte,8
727769,Female,29,4.1,General health,2,2092,Fresh juice,7
474710,Male,24,6.4,General health,1,1824,Electrolyte,7
650233,Male,26,7.3,General health,5,2071,Electrolyte,11
977284,Male,33,,Build muscle,1,2665,Energy drinks,8
132217,Male,31,6.3,General health,4,1886,Electrolyte,7
108308,Other,25,5.1,Build muscle,1,2641,Electrolyte,9
368093,Female,27,5.1,Build muscle,3,2633,Protein shakes,15
283062,Male,18,5.4,Endurance training,1,2472,Protein shakes,8
494366,Female,37,7,Build muscle,4,2778,Electrolyte,12
844840,Female,28,4.6000000000000005,Build muscle,1,2625,Protein shakes,6
200235,Male,28,5.6,Build muscle,3,2815,Protein shakes,8
174740,Female,25,4.8,Build muscle,1,2990,Protein shakes,13
478496,Female,22,5.3,Flexibility,2,1640,Protein shakes,6
953049,Male,34,6.4,Build muscle,3,2855,Protein shakes,10
850201,Male,22,7.6000000000000005,Build muscle,4,2602,Electrolyte,10
903328,Male,31,8.4,Fat loss,4,1725,Protein shakes,12
277247,Male,26,5.1,Build muscle,1,2889,Protein shakes,7
763165,Male,32,5.3,Flexibility,1,2074,Electrolyte,8
629525,Female,23,7.3,Build muscle,3,2793,Protein shakes,11
120056,Male,25,7.3,Fat loss,4,1883,Electrolyte,13
276615,Male,31,4.1,Endurance training,2,2305,Electrolyte,9
287628,Female,21,8,Flexibility,4,1753,,11
738836,Female,26,3.3,Endurance training,0,2179,Protein shakes,10
473632,Male,27,,General health,1,1839,Electrolyte,9
234415,Male,29,6.5,Build muscle,4,2763,Electrolyte,14
506716,Male,25,5.5,Build muscle,0,2688,Electrolyte,9
546438,Female,29,5.6,Build muscle,2,2507,Protein shakes,9
653663,Male,28,4.5,General health,3,2415,Protein shakes,12
765022,Male,30,4.8,Build muscle,1,2724,Electrolyte,8
641252,Other,21,5.8,Build muscle,2,2533,Electrolyte,7
737717,Male,19,6.1,Build muscle,1,2735,Protein shakes,10
352764,Female,20,6,Build muscle,0,2962,Protein shakes,8
814998,Other,33,4.7,Build muscle,1,2727,Protein shakes,6
566882,Male,18,4.5,Flexibility,0,2199,Fresh juice,9
840427,Female,20,9.6,Fat loss,4,1812,Electrolyte,16
612153,Male,30,5,Endurance training,1,2482,Fresh juice,7
167215,Female,20,4.8,General health,1,2229,Protein shakes,8
955474,Female,30,7.5,Build muscle,4,2521,Fresh juice,17
244356,Female,28,7.9,Build muscle,6,2842,Protein shakes,10
303861,Male,27,5.1,Build muscle,2,2539,Protein shakes,11
455612,Female,25,4.8,Build muscle,0,2672,Protein shakes,5
554605,Female,20,5.2,Endurance training,1,2438,Protein shakes,7
109435,Male,29,6.2,Build muscle,3,2678,Protein shakes,7
547556,Female,19,6.8,Build muscle,1,2585,Protein shakes,11
799438,Male,27,6.199999999999999,Fat loss,3,1632,Fresh juice,8
965264,Male,27,3.8,Flexibility,1,1850,Fresh juice,8
675581,Male,26,4.7,General health,1,2324,Protein shakes,12
178781,Male,27,5,General health,1,2339,Electrolyte,12
291475,Male,39,5.4,General health,1,2305,Fresh juice,6
260196,Female,34,7.1,Build muscle,5,2583,Protein shakes,12
326507,Male,30,5.1,General health,4,2263,Fresh juice,11
406063,Female,24,7.7,Build muscle,4,2817,Protein shakes,9
864121,Male,27,5.3,Endurance training,1,2348,Protein shakes,8
876665,Female,24,6.6,Endurance training,3,2342,Fresh juice,13
790607,Other,29,5.7,Build muscle,1,2779,Electrolyte,11
221172,Male,21,6.3,General health,4,2062,Electrolyte,10
456902,Female,22,6.1,Flexibility,4,1665,Electrolyte,7
584963,Male,37,6,Build muscle,1,2792,Protein shakes,11
555968,Female,34,3.3,General health,0,2308,Electrolyte,8
418717,Male,23,6.2,Build muscle,1,2567,,13
159101,Female,18,,Fat loss,1,1725,Electrolyte,8
595972,Male,30,5,Fat loss,1,1669,Protein shakes,9
388790,Female,22,9.3,Fat loss,3,1585,Protein shakes,11
990617,Female,31,6.3,Flexibility,4,2144,Electrolyte,12
647337,Male,36,4.8,General health,3,2247,Fresh juice,13
834965,Male,19,6.3,General health,1,2489,Fresh juice,11
460260,Male,22,7.6,Build muscle,4,2989,Protein shakes,19
983811,Male,22,8.3,Flexibility,5,2001,Fresh juice,10
692673,Female,18,6.9,Build muscle,1,2751,Protein shakes,13
750419,Male,27,,General health,4,2326,Electrolyte,10
533374,Male,29,6,Build muscle,4,2722,Protein shakes,11
820777,Male,30,6,Build muscle,2,2878,Protein shakes,16
647577,Female,28,5.9,Endurance training,4,2200,Protein shakes,12
472370,Male,36,6,Build muscle,1,2606,Protein shakes,9
987225,Male,26,5.3,Build muscle,1,2749,Protein shakes,12
371967,Male,26,5.5,Build muscle,0,2936,Protein shakes,10
291232,Male,28,5.6,Build muscle,3,2908,Protein shakes,8
404119,Female,30,6.2,Build muscle,4,2588,Electrolyte,9
109540,Male,28,4.6,Build muscle,1,2624,Protein shakes,11
640652,Male,30,,Fat loss,4,,Electrolyte,14
497827,Female,27,4.6000000000000005,Build muscle,1,2968,Protein shakes,7
651951,Female,20,7.4,Endurance training,4,2136,Energy drinks,14
151991,Male,29,5.2,Build muscle,2,2746,Protein shakes,10
288751,Female,37,5.6,Flexibility,3,1995,Fresh juice,12
466326,Female,31,5.7,General health,4,2477,Fresh juice,8
786337,Male,25,7.1,Build muscle,4,2649,Fresh juice,9
718992,Female,29,6.4,General health,4,2142,Fresh juice,12
149115,Female,37,,General health,1,2379,Electrolyte,9
453151,Male,37,7.2,Flexibility,5,1820,Fresh juice,12
843583,Male,31,5.5,Fat loss,0,1809,Electrolyte,8
291962,Male,31,6.2,Build muscle,4,2913,,8
821747,Female,30,5.5,Endurance training,2,2348,,11
249143,Other,31,4.9,Endurance training,2,2019,Protein shakes,11
814635,Female,34,5.7,Endurance training,3,2288,Electrolyte,12
636226,Male,32,6.3,Build muscle,3,2988,Protein shakes,10
453824,Female,22,6.5,General health,3,2291,Fresh juice,9
104000,Female,30,6.7,Flexibility,4,2111,,9
825948,Male,22,8.8,Build muscle,5,2751,Protein shakes,14
987474,Male,32,6.2,Build muscle,4,2969,Fresh juice,10
455754,Female,35,7.3,Build muscle,4,2576,Protein shakes,10
351492,Male,25,4,General health,0,,Protein shakes,6
990123,Female,25,5.1,Endurance training,1,2391,Protein shakes,7
599522,Male,22,5.2,Endurance training,1,2411,Protein shakes,7
591072,Male,28,7.5,Fat loss,4,1672,Electrolyte,12
138304,Male,24,6.5,Fat loss,1,1862,Electrolyte,10
604999,Male,25,5.800000000000001,Build muscle,4,2700,Protein shakes,10
431593,Female,23,7.5,Fat loss,1,1716,,10
707274,Male,25,5.4,General health,1,2175,Electrolyte,12
251836,Female,24,,Flexibility,1,2085,Protein shakes,12
208940,Male,26,4,Flexibility,1,1510,,7
924926,Female,32,3.6,Flexibility,1,1511,Fresh juice,6
365517,Male,33,7.4,Fat loss,3,1879,Electrolyte,10
767521,Female,32,6.9,Fat loss,4,1978,Fresh juice,13
721820,Female,34,4.1,General health,2,2389,Electrolyte,12
979090,Male,33,5.7,Flexibility,2,1934,Fresh juice,13
485777,Male,27,3.9,Build muscle,0,2671,Protein shakes,6
724674,Female,32,5.9,Build muscle,3,2595,Protein shakes,10
651638,Other,27,7.800000000000001,Build muscle,5,2805,Protein shakes,12
717296,Male,28,5.8,Endurance training,4,2372,Energy drinks,12
980729,Female,28,4.8,Build muscle,1,2772,,10
649639,Female,26,6.8,Build muscle,4,2918,Electrolyte,10
712956,Female,22,8.399999999999999,Build muscle,5,2884,Protein shakes,15
738873,Other,30,6,Build muscle,1,2912,Energy drinks,12
437497,Female,26,6.9,General health,4,2490,,10
307869,Male,19,6.2,Build muscle,3,2563,Protein shakes,11
165953,Male,31,4.2,Endurance training,1,2131,Protein shakes,12
943890,Male,33,5.4,Endurance training,3,2342,Electrolyte,10
600328,Female,32,6.6,General health,5,2118,Fresh juice,10
906790,Female,36,7.6,Build muscle,6,2831,Protein shakes,10
103267,Male,28,7,Flexibility,5,2120,Fresh juice,9
182745,Female,31,8.2,Fat loss,4,1772,Protein shakes,7
976020,Female,22,,Flexibility,1,1667,Fresh juice,10
924945,Female,32,5.7,Flexibility,3,1896,Fresh juice,8
257164,Male,25,5.4,Build muscle,1,2679,Protein shakes,8
635626,Male,22,7.2,Build muscle,3,2557,Protein shakes,10
231484,Male,35,5.9,Build muscle,4,2979,Protein shakes,13
631831,Male,33,6.9,Fat loss,4,1920,Protein shakes,9
992323,Male,27,7.8,Build muscle,5,2997,Protein shakes,10
160692,Male,34,,Build muscle,3,2578,,7
320156,Male,26,8.7,Fat loss,4,1959,Protein shakes,12
323992,Male,26,5.7,Build muscle,2,2560,Protein shakes,12
616771,Male,31,6.3,Build muscle,1,2868,Protein shakes,14
930857,Female,27,6.9,Fat loss,2,1620,Electrolyte,14
663044,Male,27,4.1,Build muscle,0,2706,Protein shakes,13
643176,Female,24,8.100000000000001,Build muscle,4,2533,Protein shakes,12
791095,Other,24,7.9,Fat loss,1,1569,Electrolyte,20
933727,Male,20,6.8999999999999995,Fat loss,2,1516,Electrolyte,9
214352,Male,28,6.2,General health,4,2295,Fresh juice,11
969474,Male,22,6.4,Fat loss,1,1996,Fresh juice,13
185999,Female,21,9.3,Fat loss,4,1519,Electrolyte,11
117955,Female,23,8.3,Fat loss,4,1956,Fresh juice,13
924273,Male,31,6.4,General health,3,2114,Electrolyte,13
170640,Female,30,4.8,General health,1,1868,Fresh juice,13
296582,Male,31,5.8,General health,4,1960,Electrolyte,11
844086,Male,24,6.1,Endurance training,3,,Electrolyte,14
500573,Female,28,5.1,Build muscle,0,2875,Protein shakes,5
525695,Male,38,5.6,Build muscle,3,2705,Protein shakes,10
161476,Female,27,4.9,Build muscle,1,2644,Protein shakes,10
406955,Male,27,3.7,Flexibility,1,2068,Fresh juice,10
267280,Other,31,5.8,Endurance training,3,,Fresh juice,9
775510,Male,32,6.1,General health,5,2184,Protein shakes,18
695468,Male,33,5.6,Build muscle,4,2768,Protein shakes,7
798646,Female,26,5.4,General health,1,2253,,9
737144,Male,22,6.8,Build muscle,1,2686,Electrolyte,9
954882,Other,34,5.8999999999999995,Build muscle,1,2505,Protein shakes,9
514568,Female,30,6.1000000000000005,Build muscle,1,2852,Electrolyte,13
286141,Female,26,6,Fat loss,1,1849,Energy drinks,8
998320,Female,22,8.8,Fat loss,4,1609,Protein shakes,9
734736,Other,23,5.6,General health,1,2282,Electrolyte,8
638685,Female,27,6.7,Build muscle,5,2906,,10
278031,Female,25,6.5,Fat loss,1,1637,Electrolyte,10
219180,Female,29,6.2,Fat loss,1,1550,Protein shakes,11
166234,Male,23,5.2,Build muscle,1,2902,Protein shakes,11
664242,Male,21,8.3,General health,5,2362,Protein shakes,13
278352,Female,33,4.1,General health,1,2275,Electrolyte,7
179459,Male,29,4,General health,1,1886,Fresh juice,13
509995,Male,25,6.6,General health,5,1867,Electrolyte,12
295004,Male,18,8.6,General health,6,2395,,12
566152,Male,37,4.7,Build muscle,1,2966,Protein shakes,6
825256,Female,25,6.1,General health,3,1841,Protein shakes,10
159163,Female,19,7.300000000000001,Build muscle,4,2718,Energy drinks,10
575853,Male,26,6,Build muscle,3,2556,Protein shakes,8
151934,Male,27,7.6,Build muscle,4,2725,Electrolyte,8
820255,Female,30,3.8,General health,1,1995,Electrolyte,5
525523,Male,30,4.3,General health,1,2477,Fresh juice,9
940530,Female,29,4.7,Build muscle,0,2561,Electrolyte,16
554137,Male,25,5.2,General health,3,2062,Energy drinks,11
105486,Male,23,6.1,Flexibility,4,1611,Fresh juice,6
239407,Other,26,7.1000000000000005,Build muscle,4,2752,Protein shakes,14
973332,Male,33,4.8,Build muscle,1,,Protein shakes,8
750308,Female,31,6.6,General health,4,1977,Fresh juice,8
727083,Female,26,7.1,Build muscle,5,2935,Protein shakes,16
320184,Male,25,6.3,Endurance training,4,2025,Fresh juice,7
766490,Female,22,5.699999999999999,Build muscle,1,2909,Protein shakes,12
449652,Other,31,5.5,Fat loss,0,1745,Protein shakes,7
861315,Male,28,4.2,General health,2,2330,Protein shakes,8
742612,Female,20,4,Endurance training,0,2264,Protein shakes,8
422710,Female,26,3.8,General health,1,2116,Fresh juice,12
297775,Female,26,3.6,General health,1,2331,Electrolyte,5
389336,Female,27,7.5,General health,5,1905,Protein shakes,13
887494,Male,31,5.6,Endurance training,4,2236,Fresh juice,9
708364,Female,27,4.4,Build muscle,1,2805,Protein shakes,10
189780,Female,26,8.4,Fat loss,4,1963,Electrolyte,11
252617,Female,29,5.1000000000000005,Build muscle,1,2745,Protein shakes,9
645977,Female,18,6.8,General health,4,1880,Fresh juice,11
897606,Female,33,6.3,Build muscle,4,2649,Protein shakes,15
450605,Male,31,6.6,Fat loss,3,1896,Energy drinks,12
989465,Female,21,6.5,Build muscle,1,2895,Electrolyte,7
633636,Female,26,6.2,General health,4,2321,Fresh juice,12
138102,Female,26,5.1,General health,4,2063,Energy drinks,9
174460,Female,33,4.6,Build muscle,1,2648,Energy drinks,13
464778,Male,33,7.4,General health,5,2073,Protein shakes,10
189930,Male,26,5.1,Build muscle,1,2693,,11
631089,Male,27,6.1,Fat loss,3,1931,Protein shakes,8
727438,Male,26,5.1,General health,4,1971,Electrolyte,11
827627,Female,19,5.699999999999999,Build muscle,1,2764,Protein shakes,11
279208,Female,32,5.3,Flexibility,4,1525,Fresh juice,7
254697,Female,32,5.5,Build muscle,1,2968,Protein shakes,9
313945,Male,28,4.8,Build muscle,0,2849,Energy drinks,8
331915,Female,25,4.5,Flexibility,1,1975,Fresh juice,11
827952,Male,18,6.8,Build muscle,2,2855,Protein shakes,11
308124,Male,36,,Flexibility,1,1525,Fresh juice,6
537477,Female,24,7.5,Flexibility,4,1533,Fresh juice,9
625830,Female,27,,Build muscle,3,2763,Protein shakes,7
383821,Male,37,5.1,Fat loss,0,1637,Protein shakes,10
277804,Male,25,4.5,Build muscle,0,2803,Protein shakes,9
805703,Male,18,6.300000000000001,Fat loss,1,1682,Electrolyte,11
139081,Male,31,,Build muscle,3,2862,Protein shakes,10
818216,Female,20,6.1000000000000005,Build muscle,2,2741,Fresh juice,11
455249,Male,28,5.8999999999999995,Build muscle,1,2553,Protein shakes,8
319930,Male,25,6.2,Fat loss,3,1961,Energy drinks,10
905497,Male,29,,Flexibility,3,1667,Fresh juice,13
617313,Male,26,6.1,General health,3,2430,Fresh juice,11
314532,Male,27,,General health,4,2454,Energy drinks,9
712380,Male,26,7,Fat loss,4,1580,Fresh juice,10
619332,Male,27,6.4,General health,4,2206,Protein shakes,7
416837,Male,33,6.2,Build muscle,5,2561,Electrolyte,11
389106,Female,34,6.2,General health,5,1845,Fresh juice,15
128295,Male,36,4.3,Flexibility,0,2098,Fresh juice,8
113807,Other,18,5.7,Build muscle,1,2598,Protein shakes,8
535564,Male,44,3.8,Endurance training,0,2294,Electrolyte,10
257504,Female,28,6.6,General health,4,,Electrolyte,11
338067,Female,32,5.8,Flexibility,2,1975,Fresh juice,10
585008,Female,22,6.5,General health,1,2391,Electrolyte,11
792440,Female,28,4.3,Build muscle,1,2515,Protein shakes,4
494540,Male,38,5.2,Build muscle,1,2859,Protein shakes,9
977699,Male,30,7,Build muscle,5,2986,Protein shakes,10
617923,Male,21,5.7,General health,1,2301,Electrolyte,14
266981,Female,26,5.1,Build muscle,0,2640,Protein shakes,13
844699,Male,35,3.9,General health,1,2419,Fresh juice,9
119870,Male,28,7.5,Build muscle,5,2802,Protein shakes,15
303196,Female,29,5.6,Build muscle,1,2764,Protein shakes,11
348683,Female,31,7.699999999999999,Fat loss,4,1946,Protein shakes,8
334677,Female,28,5.7,General health,3,2089,Electrolyte,8
126790,Female,18,7.1000000000000005,Build muscle,2,2708,Energy drinks,10
743162,Other,36,4.800000000000001,Fat loss,1,1974,Fresh juice,9
911721,Male,23,7.2,Fat loss,1,1912,Fresh juice,14
548345,Male,28,7.3,Build muscle,4,2664,Protein shakes,10
849074,Male,25,5,Build muscle,1,2926,Protein shakes,8
587462,Male,34,4.6,General health,3,,Electrolyte,8
639773,Female,22,7.7,Fat loss,2,1819,Protein shakes,9
930914,Male,30,,Build muscle,4,2651,Protein shakes,8
186188,Female,32,5.7,General health,3,2089,Fresh juice,10
629036,Male,25,6.7,Flexibility,4,1931,Fresh juice,14
842129,Female,25,5.9,Endurance training,4,2267,Fresh juice,11
764795,Female,35,5.6,Fat loss,3,1650,Fresh juice,7
890141,Male,28,4,General health,0,2054,Fresh juice,7
748249,Male,26,7.4,Flexibility,5,1852,Electrolyte,9
130355,Male,27,4.9,General health,1,2176,Fresh juice,8
811131,Male,38,6.8,Fat loss,5,1640,Protein shakes,8
551015,Male,26,6.8,Fat loss,1,1842,Electrolyte,10
506332,Male,20,7.2,General health,4,2157,Electrolyte,12
256542,Male,21,7.8,Build muscle,4,2595,Protein shakes,14
273416,Female,29,7,Fat loss,1,1928,Electrolyte,8
405062,Female,25,4,General health,1,2169,Protein shakes,9
938656,Female,32,4.9,Endurance training,1,2226,Protein shakes,8
663586,Male,19,5.9,Fat loss,1,1692,Fresh juice,10
601708,Female,30,4.4,Endurance training,2,2302,Fresh juice,9
966651,Male,21,5.6000000000000005,Build muscle,1,2813,Protein shakes,11
161629,Male,32,5.8,Fat loss,1,1992,Electrolyte,12
428184,Female,24,5.5,General health,1,2188,Electrolyte,10
592734,Male,25,4.5,Build muscle,1,2876,Protein shakes,9
855195,Female,23,6.4,Build muscle,1,,Electrolyte,7
390160,Female,22,6.1,Flexibility,3,1617,Fresh juice,5
648248,Male,30,,Build muscle,5,2504,Protein shakes,10
920023,Male,18,6.9,Build muscle,1,2943,Electrolyte,10
313920,Male,28,4.3,Flexibility,2,1851,Fresh juice,5
989765,Female,37,5.9,General health,3,2332,Energy drinks,10
342804,Male,27,4.9,Endurance training,3,2151,Protein shakes,12
476965,Male,29,6.4,General health,5,2439,Electrolyte,10
560857,Male,30,6,Build muscle,4,2623,Fresh juice,12
922827,Female,20,6.8,General health,5,2457,Electrolyte,12
604492,Male,20,8.2,Fat loss,1,1776,Electrolyte,13
753983,Male,26,5.9,General health,4,2193,Electrolyte,11
515916,Female,32,7.1,Fat loss,2,1651,Protein shakes,11
921052,Female,31,6.1,Endurance training,3,2359,Electrolyte,10
858574,Male,34,8.2,Fat loss,5,1610,Electrolyte,11
228148,Male,31,7.8,Fat loss,4,1968,Electrolyte,16
906991,Male,27,6,General health,4,2427,Fresh juice,7
586261,Female,35,5.4,Endurance training,3,2187,Electrolyte,12
455540,Male,28,5.6,Endurance training,2,,Electrolyte,6
292714,Male,25,7.699999999999999,Fat loss,3,1750,Protein shakes,10
831899,Female,35,5.4,Fat loss,1,,Electrolyte,11
383876,Female,31,6.9,General health,4,1949,Energy drinks,9
359747,Male,27,5,General health,1,,Electrolyte,10
715650,Female,28,6.1,Endurance training,3,2161,Electrolyte,15
523570,Female,29,3.6,Flexibility,1,1619,,8
375987,Male,18,5.9,General health,2,2381,Electrolyte,9
738353,Male,22,8.6,Fat loss,3,1911,Electrolyte,11
958158,Other,28,3.6,Endurance training,1,2350,Protein shakes,10
117640,Male,24,5.7,Flexibility,0,1598,Fresh juice,9
152528,Male,32,,Endurance training,4,2166,Protein shakes,6
924845,Male,30,3.9,General health,1,2462,Fresh juice,7
359214,Female,31,5.1,Endurance training,3,2325,Fresh juice,6
939070,Male,25,6.6,Fat loss,3,1963,Fresh juice,17
601108,Male,27,4.7,Build muscle,2,2501,Protein shakes,8
734421,Male,31,6.199999999999999,Fat loss,1,1651,Protein shakes,12
468501,Male,29,6,Flexibility,5,1900,Fresh juice,13
824226,Female,30,4.4,Endurance training,1,2364,Electrolyte,10
250159,Female,31,5.8,Fat loss,0,1564,Protein shakes,13
272502,Male,29,5.4,Flexibility,3,,Fresh juice,8
255576,Male,31,8.7,Fat loss,5,1568,Protein shakes,8
965291,Female,24,,Fat loss,5,1620,Energy drinks,9
986089,Male,22,5.9,General health,2,2420,Protein shakes,9
111023,Male,30,3.8,General health,0,2046,,7
645735,Other,22,7.8,Build muscle,3,2933,Protein shakes,11
488043,Female,28,5.5,Fat loss,1,1592,Protein shakes,10
386103,Male,22,6.6,Fat loss,1,1767,Electrolyte,12
166203,Male,33,6.6,Build muscle,4,2602,Protein shakes,12
260775,Male,36,5.5,Fat loss,1,1930,Fresh juice,6
109337,Male,24,9,Fat loss,4,1950,Fresh juice,13
670715,Male,26,5.5,Build muscle,1,2611,,10
614723,Male,23,8.3,Fat loss,4,1820,Fresh juice,11
423673,Male,24,6,Build muscle,2,2910,Protein shakes,11
464167,Female,24,8.2,Fat loss,4,1803,Electrolyte,15
446809,Female,29,5.9,General health,3,1861,Fresh juice,11
730075,Male,29,5.1,General health,1,2099,Protein shakes,6
787281,Male,24,6.2,Build muscle,0,2902,Electrolyte,8
395451,Female,28,6.3,Build muscle,3,2942,Protein shakes,14
520571,Male,25,6.1000000000000005,Build muscle,1,2635,Protein shakes,11
227016,Male,24,8,Fat loss,1,1554,Electrolyte,14
891267,Other,30,6.8,Build muscle,4,2607,Protein shakes,8
644447,Male,25,4.9,Fat loss,1,1802,Protein shakes,9
597562,Female,32,4.8,Build muscle,1,2757,Protein shakes,13
802965,Other,20,5.3,General health,1,2052,Fresh juice,9
483934,Male,33,6.9,Build muscle,4,2721,Protein shakes,8
992048,Male,26,4.9,Build muscle,1,2977,Electrolyte,11
965184,Male,21,6.8,General health,5,2168,Protein shakes,7
417428,Female,30,,Build muscle,5,2666,Protein shakes,7
419187,Female,24,6.5,Build muscle,1,2928,Protein shakes,11
790907,Female,36,6.9,Fat loss,4,1659,Electrolyte,11
983439,Male,35,5.2,Fat loss,1,1948,,11
182844,Female,23,6.5,General health,5,1965,Fresh juice,11
651820,Female,24,7.5,Build muscle,5,2704,Protein shakes,11
265421,Female,26,5.7,Fat loss,1,1766,Energy drinks,12
222402,Female,23,7.199999999999999,Build muscle,4,2637,Protein shakes,11
218012,Female,33,4.7,Build muscle,1,2867,Protein shakes,9
538661,Female,31,5.1,General health,4,2242,Fresh juice,13
498929,Female,24,8.2,General health,5,2366,,14
680466,Male,26,7.5,Build muscle,4,2903,Fresh juice,9
673695,Male,37,5.4,Fat loss,1,1708,Protein shakes,11
563556,Female,21,,Build muscle,4,2516,Electrolyte,12
675278,Male,20,8,General health,7,1867,Electrolyte,13
229473,Female,38,5.2,Build muscle,2,2632,Protein shakes,7
578007,Other,31,,Build muscle,4,2687,Fresh juice,9
944573,Female,28,6.5,Fat loss,1,1906,Electrolyte,12
