Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
924792,Female,27,7.3999999999999995,Build muscle,5,,593.75,Performance,Physical Retailer
837378,Male,18,7.7,Build muscle,4,2553,907.59,Leisure,Physical Retailer
233272,Male,21,,Fat loss,1,1793,671.09,Accessories,Brand Website
867836,Female,27,7.2,Fat loss,4,1829,727.38,Footwear,Physical Retailer
802335,Male,23,7.4,Flexibility,4,1702,1024.78,Yoga,Physical Retailer
907789,Male,25,7.8999999999999995,Build muscle,5,,759.24,Performance,E-commerce Retailer
743409,Female,30,6.6,Build muscle,2,2544,727.98,Outerwear,Brand Website
177505,Female,27,4.5,Build muscle,1,2816,743.05,Performance,Physical Retailer
102869,Female,23,6.6,Flexibility,4,1697,521.33,Performance,E-commerce Retailer
881474,Female,28,4.3,General health,0,2015,282.56,,Physical Retailer
554351,Male,21,4.9,General health,1,2280,802.15,Accessories,Physical Retailer
412252,Female,22,6.2,Flexibility,2,1808,724.71,Leisure,E-commerce Retailer
736584,Male,31,6.6,Fat loss,1,1883,956.76,Footwear,Physical Retailer
718467,Male,24,8.5,Fat loss,4,1934,818.12,Footwear,Physical Retailer
190272,Male,26,7.4,Build muscle,5,2831,687.5,Leisure,E-commerce Retailer
138467,Male,21,5.7,Fat loss,0,,973.25,Performance,E-commerce Retailer
909760,Female,20,,Fat loss,3,1526,871.16,Performance,Physical Retailer
977844,Male,28,7.5,Fat loss,5,1665,800.44,Footwear,Brand Website
580047,Male,26,5.9,Flexibility,4,1817,826.69,Yoga,Physical Retailer
759347,Male,31,4.1,Flexibility,1,1773,639.4,Yoga,Brand Website
158871,Male,26,6.5,General health,4,2182,720.85,Outerwear,Brand Website
228391,Female,27,5.4,General health,1,2164,355.12,Performance,Physical Retailer
539430,Male,31,4.4,Endurance training,1,2102,770.8,Footwear,E-commerce Retailer
710704,Female,24,8,Build muscle,3,2947,946.81,Performance,E-commerce Retailer
956703,Male,27,6.6,Build muscle,5,2832,832.61,Accessories,Physical Retailer
930496,Female,26,6.5,Endurance training,5,2372,621.55,,Physical Retailer
356687,Female,36,6.8,General health,5,2415,550.02,Leisure,Brand Website
825451,Male,26,6,Build muscle,1,2913,958.44,Footwear,Physical Retailer
207450,Female,29,6.3,Flexibility,3,1744,656.05,Yoga,Brand Website
271890,Male,32,7.7,Build muscle,5,2804,802.01,,E-commerce Retailer
538741,Male,24,7.9,Build muscle,4,,798.01,Outerwear,Brand Website
381974,Other,24,6,Endurance training,0,2115,498.14,Performance,E-commerce Retailer
500109,Male,22,8.3,Build muscle,5,2640,876.04,Accessories,Physical Retailer
216381,Male,27,6,Build muscle,3,2917,793.97,Performance,Physical Retailer
573125,Female,29,5.6,Build muscle,4,2855,477.52,Performance,Brand Website
671621,Male,24,5.4,General health,1,2277,965.97,,Physical Retailer
234508,Female,27,7.1,Fat loss,4,1624,1005.36,Yoga,E-commerce Retailer
829650,Male,24,4.5,Endurance training,0,2024,736.63,Performance,E-commerce Retailer
962645,Female,18,7.5,Fat loss,3,1693,433.99,Outerwear,Physical Retailer
499111,Female,37,7.1,Build muscle,5,2883,543.63,Performance,Physical Retailer
250810,Female,30,5.6,Flexibility,4,2111,472.62,Accessories,Physical Retailer
392890,Female,25,6.2,Build muscle,3,2901,908.51,Outerwear,E-commerce Retailer
673665,Male,23,4.8,Flexibility,1,2016,826.91,Leisure,E-commerce Retailer
940477,Other,28,7.4,Fat loss,5,1518,667.25,Performance,Physical Retailer
460032,Male,28,5,Flexibility,1,2181,747.61,,Physical Retailer
469599,Male,34,8.4,Build muscle,6,2773,1042.48,Accessories,Physical Retailer
760960,Male,23,8.3,Fat loss,3,1753,701.1,Footwear,Physical Retailer
850020,Male,21,6.3,Build muscle,1,2620,752.25,Leisure,Brand Website
979611,Male,30,7.1000000000000005,Build muscle,4,2531,718.76,Accessories,Physical Retailer
271836,Female,34,6,Endurance training,4,2148,405.57,,E-commerce Retailer
829903,Female,24,7.3,Build muscle,4,2765,615.92,Yoga,Physical Retailer
145714,Other,23,8,Fat loss,2,1536,457.56,Yoga,Brand Website
727234,Male,28,7.4,Build muscle,4,2676,829.6,Performance,E-commerce Retailer
996048,Female,28,6.8,Build muscle,3,2841,439.96,Performance,Physical Retailer
730271,Male,26,4.8,General health,0,1812,642.36,Performance,Physical Retailer
566960,Male,22,9.6,Fat loss,6,1682,748.95,Performance,Physical Retailer
811851,Male,34,5.7,Endurance training,3,2144,766.14,Outerwear,Physical Retailer
224123,Male,33,5,Endurance training,1,2264,868.35,Footwear,Physical Retailer
405628,Female,29,5.4,General health,1,1887,683.16,Leisure,Physical Retailer
182989,Female,26,3.6,Build muscle,0,2927,474.85,Outerwear,E-commerce Retailer
398356,Male,24,7.9,Endurance training,4,2461,977.96,Performance,Physical Retailer
929957,Male,28,4.6,Flexibility,1,1545,651.67,Footwear,E-commerce Retailer
278274,Male,36,4.7,General health,1,2191,726.37,Yoga,Brand Website
787995,Male,25,7.1,Fat loss,4,1618,720.21,Footwear,E-commerce Retailer
425352,Other,34,7,Endurance training,5,2420,845.09,Performance,Physical Retailer
920260,Male,31,5.5,General health,2,2330,735.51,,Physical Retailer
511927,Male,25,5.6,Endurance training,4,2446,1051.64,Performance,Physical Retailer
889852,Male,22,6,Build muscle,1,2719,610.01,Performance,Physical Retailer
983184,Female,30,4.5,Build muscle,1,2929,591.88,,Brand Website
231373,Other,35,4,General health,1,,598.97,Footwear,E-commerce Retailer
538452,Female,26,7.2,Build muscle,4,2954,651.79,Outerwear,Brand Website
215294,Female,37,4.9,General health,1,1845,707.36,Accessories,Brand Website
559451,Male,20,6.1,Build muscle,1,2873,693.68,Yoga,Physical Retailer
748307,Male,34,7.5,Fat loss,5,1545,677.1,Footwear,E-commerce Retailer
165726,Other,26,6.9,Build muscle,2,2958,719.83,Performance,Brand Website
241564,Female,37,,Build muscle,3,2513,463.04,Performance,E-commerce Retailer
477812,Female,20,4.6,Flexibility,1,2096,581.15,Yoga,E-commerce Retailer
368246,Female,28,5.1,General health,4,1802,682.47,Performance,Physical Retailer
805696,Female,33,5.6,Endurance training,3,2027,915.23,Performance,Physical Retailer
218015,Female,20,8,Fat loss,2,1880,228.34,Outerwear,E-commerce Retailer
840674,Other,34,7.2,Endurance training,5,2156,671.71,Leisure,Physical Retailer
354079,Female,23,6.1,Endurance training,4,2342,174.63,Outerwear,Physical Retailer
650929,Female,23,7.4,Fat loss,3,1901,606.32,Performance,E-commerce Retailer
789944,Female,19,7.4,Build muscle,4,2918,654.34,Yoga,E-commerce Retailer
788105,Male,25,5.9,Endurance training,2,2332,972.94,Leisure,E-commerce Retailer
613758,Female,27,5.9,General health,5,2486,624.13,Yoga,Physical Retailer
465890,Male,29,6.3,Flexibility,3,1613,858.99,Performance,Physical Retailer
545101,Female,22,,Build muscle,3,2888,716.77,Accessories,Physical Retailer
136631,Other,26,4.6,General health,1,2286,758.86,Performance,Physical Retailer
866577,Female,25,7.4,Fat loss,3,1830,318.21,Footwear,Physical Retailer
172991,Male,31,8.9,Fat loss,5,1749,891.83,Outerwear,Physical Retailer
104014,Male,32,4.3,Build muscle,1,2558,885.39,Performance,Physical Retailer
373237,Male,37,7.199999999999999,Fat loss,3,1702,810.75,Outerwear,E-commerce Retailer
118070,Female,18,7.8999999999999995,Build muscle,4,2814,567.59,Leisure,E-commerce Retailer
922209,Male,26,5.8,Build muscle,4,2738,944.33,Outerwear,E-commerce Retailer
156958,Male,18,7.6,General health,4,2033,652.14,Accessories,Brand Website
182074,Male,30,3.7,General health,1,2102,683.93,Performance,Brand Website
635017,Female,32,8.7,Fat loss,5,1594,641.87,Footwear,E-commerce Retailer
855073,Female,19,4.9,Flexibility,1,2152,590.99,Yoga,Physical Retailer
276089,Male,23,6.8,Build muscle,2,2833,636.82,Performance,Physical Retailer
297392,Male,33,4.8,Build muscle,0,2612,697.36,Performance,Brand Website
258823,Male,38,5,Endurance training,1,2108,694.14,Leisure,Physical Retailer
730152,Female,31,6.3,Build muscle,4,2861,358.11,Accessories,Physical Retailer
493002,Female,35,,Build muscle,1,2844,848.57,Performance,E-commerce Retailer
833429,Male,31,7.2,Build muscle,4,2788,813.08,Accessories,E-commerce Retailer
598863,Female,23,6.3999999999999995,Build muscle,1,2596,613.18,Accessories,Physical Retailer
467654,Male,28,4.9,General health,1,1815,820.32,Performance,Physical Retailer
679036,Female,25,6.5,Build muscle,5,2543,546.45,Accessories,E-commerce Retailer
630089,Male,21,8.2,Fat loss,4,1941,1000.1,Footwear,Physical Retailer
250262,Male,24,7.4,Build muscle,4,2875,916.66,Performance,Physical Retailer
542905,Male,31,5.3,Endurance training,1,,811.2,Performance,E-commerce Retailer
335362,Female,29,4.7,Build muscle,1,2889,969.61,Leisure,E-commerce Retailer
544209,Female,28,3.2,General health,0,,798.14,Performance,E-commerce Retailer
653880,Male,28,7.5,Fat loss,4,1716,741.25,Footwear,Physical Retailer
897079,Female,30,7.1,Build muscle,4,2898,745.43,Performance,Physical Retailer
764076,Female,33,6.5,Fat loss,3,1759,519.26,Footwear,E-commerce Retailer
319963,Male,24,7.1000000000000005,Build muscle,4,2811,630.34,Outerwear,Brand Website
580761,Male,21,9.7,Fat loss,6,1819,655.68,Outerwear,E-commerce Retailer
348710,Female,29,5.7,Build muscle,3,2695,396.04,Yoga,Brand Website
320984,Male,23,6.7,Flexibility,4,1977,785.73,Outerwear,E-commerce Retailer
997059,Male,29,6.3,Build muscle,5,2917,588.19,,Physical Retailer
956748,Other,28,5.6,Endurance training,2,2474,692.99,Accessories,Brand Website
882355,Male,22,9.1,Build muscle,5,2594,944.92,Accessories,Physical Retailer
364512,Male,29,6.4,Build muscle,4,2555,630.75,Leisure,Physical Retailer
701863,Male,33,7.8,Fat loss,4,1531,990.87,Performance,Physical Retailer
368799,Female,27,6.9,Flexibility,4,1730,559.86,Accessories,Physical Retailer
337549,Male,21,6.7,Build muscle,2,2871,1117.6,Accessories,E-commerce Retailer
694319,Male,24,7.3,Build muscle,2,2508,738.31,Outerwear,Physical Retailer
584299,Male,28,5.5,Build muscle,1,2690,821.84,Yoga,Physical Retailer
712210,Male,30,6.1,Build muscle,4,2860,516.19,Outerwear,Brand Website
548982,Male,37,7.2,Build muscle,4,2699,790.68,Accessories,E-commerce Retailer
224046,Male,22,7.9,Fat loss,4,1833,834.27,Footwear,Brand Website
506619,Female,26,4.9,Build muscle,2,2660,436.12,Outerwear,Physical Retailer
132097,Male,31,,Build muscle,5,2586,715.54,Outerwear,E-commerce Retailer
766326,Male,31,4.2,General health,2,1820,658.02,Outerwear,Physical Retailer
749150,Male,21,9.2,Build muscle,5,2810,969.58,Performance,Physical Retailer
330229,Male,28,,Build muscle,1,2575,804.62,Performance,Physical Retailer
218834,Male,27,7.300000000000001,Build muscle,4,2940,1031.11,Performance,E-commerce Retailer
193848,Female,30,4,Endurance training,1,2385,846.47,Accessories,Physical Retailer
152921,Male,25,5.1,Build muscle,3,2640,734.78,,E-commerce Retailer
805086,Male,19,6.199999999999999,Fat loss,2,1625,922.34,Outerwear,E-commerce Retailer
750429,Male,27,7,Build muscle,5,2750,556.55,Footwear,Physical Retailer
805660,Female,39,7.8,Fat loss,5,1887,506.45,Performance,E-commerce Retailer
384821,Female,22,7.9,Build muscle,2,2583,440.36,Leisure,Physical Retailer
155609,Female,36,6.1,Endurance training,4,2433,803.71,Performance,Physical Retailer
327897,Male,22,7.2,General health,5,2170,527.14,Leisure,Physical Retailer
131024,Female,31,4.3,Endurance training,1,2047,539.68,Performance,E-commerce Retailer
170313,Male,30,7.2,Build muscle,5,2878,590.93,Yoga,Physical Retailer
489957,Male,25,5.3,Build muscle,1,2577,827.62,Leisure,Physical Retailer
284078,Male,31,6.1000000000000005,Build muscle,1,2529,810.36,Outerwear,Physical Retailer
457429,Male,22,6.1,Build muscle,1,2784,378.41,Performance,Physical Retailer
561243,Other,29,5.6,Build muscle,3,2635,732.57,Accessories,Brand Website
213632,Female,32,3.9,General health,1,1939,574.85,Accessories,Physical Retailer
351451,Male,28,6.3999999999999995,Build muscle,2,2540,853.15,Performance,Physical Retailer
103051,Female,21,6.5,Fat loss,0,1985,749.2,Footwear,Physical Retailer
804107,Other,32,7.800000000000001,Fat loss,4,1781,954.09,Footwear,Physical Retailer
476836,Female,23,7.800000000000001,Fat loss,1,1549,189.3,Footwear,Physical Retailer
711523,Female,35,5.4,Build muscle,2,2757,672.15,,E-commerce Retailer
821772,Female,35,4.4,General health,1,2159,614.46,Leisure,E-commerce Retailer
289407,Other,27,7.3999999999999995,Build muscle,4,2939,905.8,Performance,Physical Retailer
549395,Female,27,5.2,General health,1,,554.69,Accessories,Brand Website
562894,Male,19,7,General health,4,1933,951.44,Outerwear,E-commerce Retailer
311810,Male,18,6.2,General health,4,2439,572.81,Leisure,E-commerce Retailer
827975,Female,23,6.8,Fat loss,3,1603,305.53,Footwear,Physical Retailer
173523,Male,28,5.300000000000001,Build muscle,0,2753,760.11,Footwear,Brand Website
860463,Female,31,6.8,Build muscle,5,2594,485.08,Accessories,Brand Website
194476,Male,39,4.8,Endurance training,2,2336,1004.54,Leisure,Brand Website
333841,Male,30,4.8999999999999995,Build muscle,1,2716,734.24,Outerwear,Brand Website
903451,Male,26,5.3,General health,4,2372,891.74,Outerwear,E-commerce Retailer
970045,Male,28,3.9,Build muscle,0,2979,805.63,Performance,Physical Retailer
322866,Other,24,5.4,Build muscle,1,2767,980.86,Accessories,Physical Retailer
186672,Female,20,8.5,Build muscle,5,2740,694,Performance,E-commerce Retailer
698135,Female,25,7,Build muscle,3,,620.68,Performance,E-commerce Retailer
444894,Female,28,7.1,Fat loss,4,1646,402.71,Footwear,E-commerce Retailer
834994,Male,23,6,General health,4,2400,898.46,Outerwear,E-commerce Retailer
128251,Male,28,,Endurance training,4,2094,728.07,Outerwear,Physical Retailer
727769,Female,29,4.1,General health,2,2092,523.86,Leisure,E-commerce Retailer
474710,Male,24,6.4,General health,1,1824,522.78,Leisure,E-commerce Retailer
650233,Male,26,7.3,General health,5,2071,721.74,Outerwear,Brand Website
977284,Male,33,,Build muscle,1,2665,618.73,Outerwear,Physical Retailer
132217,Male,31,6.3,General health,4,1886,861.81,Yoga,Physical Retailer
108308,Other,25,5.1,Build muscle,1,2641,596.55,Performance,E-commerce Retailer
368093,Female,27,5.1,Build muscle,3,2633,430.89,Performance,Physical Retailer
283062,Male,18,5.4,Endurance training,1,2472,772.03,Accessories,Physical Retailer
494366,Female,37,7,Build muscle,4,2778,750.64,Performance,Brand Website
844840,Female,28,4.6000000000000005,Build muscle,1,2625,383.6,Performance,Physical Retailer
200235,Male,28,5.6,Build muscle,3,2815,759.71,Leisure,Brand Website
174740,Female,25,4.8,Build muscle,1,2990,893.29,Outerwear,Physical Retailer
478496,Female,22,5.3,Flexibility,2,1640,318.16,Yoga,E-commerce Retailer
953049,Male,34,6.4,Build muscle,3,2855,726.92,Outerwear,Physical Retailer
850201,Male,22,7.6000000000000005,Build muscle,4,2602,467.36,Performance,Physical Retailer
903328,Male,31,8.4,Fat loss,4,1725,673.69,Accessories,Physical Retailer
277247,Male,26,5.1,Build muscle,1,2889,609.91,Performance,Brand Website
763165,Male,32,5.3,Flexibility,1,2074,923.92,Yoga,Physical Retailer
629525,Female,23,7.3,Build muscle,3,2793,716.2,Accessories,Brand Website
120056,Male,25,7.3,Fat loss,4,1883,859.81,Footwear,Physical Retailer
276615,Male,31,4.1,Endurance training,2,2305,744.5,,Brand Website
287628,Female,21,8,Flexibility,4,1753,775.32,Yoga,Brand Website
738836,Female,26,3.3,Endurance training,0,2179,537.64,Outerwear,Physical Retailer
473632,Male,27,,General health,1,1839,787.82,Performance,Physical Retailer
234415,Male,29,6.5,Build muscle,4,2763,925.3,Accessories,Brand Website
506716,Male,25,5.5,Build muscle,0,2688,850.41,Performance,Physical Retailer
546438,Female,29,5.6,Build muscle,2,2507,509.71,Outerwear,E-commerce Retailer
653663,Male,28,4.5,General health,3,2415,874.93,Leisure,E-commerce Retailer
765022,Male,30,4.8,Build muscle,1,2724,932.67,Performance,Brand Website
641252,Other,21,5.8,Build muscle,2,2533,596.71,Leisure,Physical Retailer
737717,Male,19,6.1,Build muscle,1,2735,853.83,Performance,Physical Retailer
352764,Female,20,6,Build muscle,0,2962,160.5,Leisure,Brand Website
814998,Other,33,4.7,Build muscle,1,2727,785.1,Performance,E-commerce Retailer
566882,Male,18,4.5,Flexibility,0,2199,671.64,Accessories,E-commerce Retailer
840427,Female,20,9.6,Fat loss,4,1812,524.08,Performance,E-commerce Retailer
612153,Male,30,5,Endurance training,1,2482,827.44,Accessories,E-commerce Retailer
167215,Female,20,4.8,General health,1,2229,904.93,Accessories,E-commerce Retailer
955474,Female,30,7.5,Build muscle,4,2521,39.62,Yoga,Physical Retailer
244356,Female,28,7.9,Build muscle,6,2842,686.85,Performance,Physical Retailer
303861,Male,27,5.1,Build muscle,2,2539,970.2,Performance,E-commerce Retailer
455612,Female,25,4.8,Build muscle,0,2672,699.82,Performance,Physical Retailer
554605,Female,20,5.2,Endurance training,1,2438,625.59,Outerwear,Physical Retailer
109435,Male,29,6.2,Build muscle,3,2678,968.33,Performance,Physical Retailer
547556,Female,19,6.8,Build muscle,1,2585,500.15,Outerwear,E-commerce Retailer
799438,Male,27,6.199999999999999,Fat loss,3,1632,697.98,Accessories,Brand Website
965264,Male,27,3.8,Flexibility,1,1850,827.27,Yoga,Physical Retailer
675581,Male,26,4.7,General health,1,2324,844.16,Leisure,E-commerce Retailer
178781,Male,27,5,General health,1,2339,856.05,Outerwear,E-commerce Retailer
291475,Male,39,5.4,General health,1,2305,760.61,Footwear,E-commerce Retailer
260196,Female,34,7.1,Build muscle,5,2583,805.41,Performance,Physical Retailer
326507,Male,30,5.1,General health,4,2263,516.54,Accessories,Brand Website
406063,Female,24,7.7,Build muscle,4,2817,672.49,Yoga,E-commerce Retailer
864121,Male,27,5.3,Endurance training,1,2348,867.19,Performance,Physical Retailer
876665,Female,24,6.6,Endurance training,3,2342,636.43,Outerwear,Physical Retailer
790607,Other,29,5.7,Build muscle,1,2779,530.04,Leisure,Physical Retailer
221172,Male,21,6.3,General health,4,2062,979.73,Performance,Physical Retailer
456902,Female,22,6.1,Flexibility,4,1665,464.02,Yoga,Physical Retailer
584963,Male,37,6,Build muscle,1,2792,994.98,Performance,Physical Retailer
555968,Female,34,3.3,General health,0,2308,1080.32,Yoga,Physical Retailer
418717,Male,23,6.2,Build muscle,1,2567,939.63,Performance,E-commerce Retailer
159101,Female,18,,Fat loss,1,1725,1008.03,Performance,Physical Retailer
595972,Male,30,5,Fat loss,1,1669,982.24,Performance,Physical Retailer
388790,Female,22,9.3,Fat loss,3,1585,580.54,Footwear,Physical Retailer
990617,Female,31,6.3,Flexibility,4,2144,540.37,Yoga,Physical Retailer
647337,Male,36,4.8,General health,3,2247,570.71,Yoga,E-commerce Retailer
834965,Male,19,6.3,General health,1,2489,846.58,Performance,Brand Website
460260,Male,22,7.6,Build muscle,4,2989,632.72,,E-commerce Retailer
983811,Male,22,8.3,Flexibility,5,2001,681.03,Outerwear,Physical Retailer
692673,Female,18,6.9,Build muscle,1,2751,899.38,Leisure,Physical Retailer
750419,Male,27,,General health,4,2326,730.94,Outerwear,Brand Website
533374,Male,29,6,Build muscle,4,2722,795.8,Yoga,Physical Retailer
820777,Male,30,6,Build muscle,2,2878,841.04,Outerwear,Physical Retailer
647577,Female,28,5.9,Endurance training,4,2200,674.81,Footwear,Physical Retailer
472370,Male,36,6,Build muscle,1,2606,960.39,Yoga,Physical Retailer
987225,Male,26,5.3,Build muscle,1,2749,768.77,Performance,E-commerce Retailer
371967,Male,26,5.5,Build muscle,0,2936,681.84,Accessories,E-commerce Retailer
291232,Male,28,5.6,Build muscle,3,2908,833.94,Outerwear,Physical Retailer
404119,Female,30,6.2,Build muscle,4,2588,700.38,Performance,Physical Retailer
109540,Male,28,4.6,Build muscle,1,2624,850.27,Footwear,Physical Retailer
640652,Male,30,,Fat loss,4,,745.57,Accessories,E-commerce Retailer
497827,Female,27,4.6000000000000005,Build muscle,1,2968,643,Accessories,Physical Retailer
651951,Female,20,7.4,Endurance training,4,2136,824.69,Performance,Physical Retailer
151991,Male,29,5.2,Build muscle,2,2746,835.24,Leisure,Physical Retailer
288751,Female,37,5.6,Flexibility,3,1995,638.57,Yoga,Physical Retailer
466326,Female,31,5.7,General health,4,2477,903.68,Performance,Physical Retailer
786337,Male,25,7.1,Build muscle,4,2649,672.42,Performance,Brand Website
718992,Female,29,6.4,General health,4,2142,860.99,Performance,E-commerce Retailer
149115,Female,37,,General health,1,2379,721.39,Footwear,E-commerce Retailer
453151,Male,37,7.2,Flexibility,5,1820,667,Yoga,Physical Retailer
843583,Male,31,5.5,Fat loss,0,1809,900.91,Accessories,Brand Website
291962,Male,31,6.2,Build muscle,4,2913,623.21,,Physical Retailer
821747,Female,30,5.5,Endurance training,2,2348,589.61,Yoga,E-commerce Retailer
249143,Other,31,4.9,Endurance training,2,2019,596.54,Outerwear,E-commerce Retailer
814635,Female,34,5.7,Endurance training,3,2288,531,Accessories,Physical Retailer
636226,Male,32,6.3,Build muscle,3,2988,542.74,Footwear,Brand Website
453824,Female,22,6.5,General health,3,2291,481.62,Footwear,Physical Retailer
104000,Female,30,6.7,Flexibility,4,2111,854.85,Yoga,Physical Retailer
825948,Male,22,8.8,Build muscle,5,2751,927.79,Outerwear,Physical Retailer
987474,Male,32,6.2,Build muscle,4,2969,937.23,Outerwear,E-commerce Retailer
455754,Female,35,7.3,Build muscle,4,2576,415.01,Leisure,Physical Retailer
351492,Male,25,4,General health,0,,709.88,Outerwear,Brand Website
990123,Female,25,5.1,Endurance training,1,2391,637.42,Footwear,E-commerce Retailer
599522,Male,22,5.2,Endurance training,1,2411,790.98,Footwear,Brand Website
591072,Male,28,7.5,Fat loss,4,1672,669.08,Performance,E-commerce Retailer
138304,Male,24,6.5,Fat loss,1,1862,661.98,Accessories,Physical Retailer
604999,Male,25,5.800000000000001,Build muscle,4,2700,578.43,Performance,E-commerce Retailer
431593,Female,23,7.5,Fat loss,1,1716,896.93,Outerwear,Brand Website
707274,Male,25,5.4,General health,1,2175,965.4,Leisure,Brand Website
251836,Female,24,,Flexibility,1,2085,917.89,Outerwear,Physical Retailer
208940,Male,26,4,Flexibility,1,1510,720.53,Yoga,Physical Retailer
924926,Female,32,3.6,Flexibility,1,1511,598.59,Accessories,Physical Retailer
365517,Male,33,7.4,Fat loss,3,1879,675.13,Performance,E-commerce Retailer
767521,Female,32,6.9,Fat loss,4,1978,323.1,Accessories,E-commerce Retailer
721820,Female,34,4.1,General health,2,2389,797.55,Leisure,Physical Retailer
979090,Male,33,5.7,Flexibility,2,1934,916.87,Leisure,Brand Website
485777,Male,27,3.9,Build muscle,0,2671,563.42,Footwear,E-commerce Retailer
724674,Female,32,5.9,Build muscle,3,2595,798.39,Performance,E-commerce Retailer
651638,Other,27,7.800000000000001,Build muscle,5,2805,894.93,Yoga,Physical Retailer
717296,Male,28,5.8,Endurance training,4,2372,761.06,Leisure,E-commerce Retailer
980729,Female,28,4.8,Build muscle,1,2772,596.37,,Brand Website
649639,Female,26,6.8,Build muscle,4,2918,658.66,Performance,Physical Retailer
712956,Female,22,8.399999999999999,Build muscle,5,2884,696.95,Accessories,Brand Website
738873,Other,30,6,Build muscle,1,2912,1008.43,Accessories,E-commerce Retailer
437497,Female,26,6.9,General health,4,2490,1106.07,Yoga,Physical Retailer
307869,Male,19,6.2,Build muscle,3,2563,786.71,Accessories,Physical Retailer
165953,Male,31,4.2,Endurance training,1,2131,902.71,Leisure,Brand Website
943890,Male,33,5.4,Endurance training,3,2342,638.46,Yoga,Brand Website
600328,Female,32,6.6,General health,5,2118,624.78,Accessories,Brand Website
906790,Female,36,7.6,Build muscle,6,2831,722.99,Yoga,Physical Retailer
103267,Male,28,7,Flexibility,5,2120,878.18,Yoga,Physical Retailer
182745,Female,31,8.2,Fat loss,4,1772,302.14,Footwear,Physical Retailer
976020,Female,22,,Flexibility,1,1667,550.8,Yoga,E-commerce Retailer
924945,Female,32,5.7,Flexibility,3,1896,689.34,Leisure,Physical Retailer
257164,Male,25,5.4,Build muscle,1,2679,736.78,Performance,E-commerce Retailer
635626,Male,22,7.2,Build muscle,3,2557,990.83,Accessories,Brand Website
231484,Male,35,5.9,Build muscle,4,2979,888.22,Performance,Physical Retailer
631831,Male,33,6.9,Fat loss,4,1920,694.03,Outerwear,Physical Retailer
992323,Male,27,7.8,Build muscle,5,2997,804.84,Accessories,Brand Website
160692,Male,34,,Build muscle,3,2578,665.93,Performance,Brand Website
320156,Male,26,8.7,Fat loss,4,1959,772.61,Footwear,E-commerce Retailer
323992,Male,26,5.7,Build muscle,2,2560,716.81,Performance,E-commerce Retailer
616771,Male,31,6.3,Build muscle,1,2868,976.21,Performance,Brand Website
930857,Female,27,6.9,Fat loss,2,1620,735.59,Accessories,Physical Retailer
663044,Male,27,4.1,Build muscle,0,2706,585.32,Leisure,E-commerce Retailer
643176,Female,24,8.100000000000001,Build muscle,4,2533,533.8,Outerwear,Brand Website
791095,Other,24,7.9,Fat loss,1,1569,802.47,Footwear,Physical Retailer
933727,Male,20,6.8999999999999995,Fat loss,2,1516,572.24,Footwear,E-commerce Retailer
214352,Male,28,6.2,General health,4,2295,806.93,Outerwear,E-commerce Retailer
969474,Male,22,6.4,Fat loss,1,1996,912.34,Performance,Physical Retailer
185999,Female,21,9.3,Fat loss,4,1519,718.97,Accessories,Brand Website
117955,Female,23,8.3,Fat loss,4,1956,477.36,Footwear,Physical Retailer
924273,Male,31,6.4,General health,3,2114,771.03,Performance,E-commerce Retailer
170640,Female,30,4.8,General health,1,1868,647.55,Yoga,E-commerce Retailer
296582,Male,31,5.8,General health,4,1960,803.93,Performance,Physical Retailer
844086,Male,24,6.1,Endurance training,3,,810.69,Performance,E-commerce Retailer
500573,Female,28,5.1,Build muscle,0,2875,449.87,Performance,E-commerce Retailer
525695,Male,38,5.6,Build muscle,3,2705,693.73,Accessories,Physical Retailer
161476,Female,27,4.9,Build muscle,1,2644,600.44,Performance,E-commerce Retailer
406955,Male,27,3.7,Flexibility,1,2068,578.3,Yoga,Physical Retailer
267280,Other,31,5.8,Endurance training,3,,612.47,Performance,Physical Retailer
775510,Male,32,6.1,General health,5,2184,633.73,Accessories,Physical Retailer
695468,Male,33,5.6,Build muscle,4,2768,564.45,Accessories,E-commerce Retailer
798646,Female,26,5.4,General health,1,2253,831.32,Performance,Physical Retailer
737144,Male,22,6.8,Build muscle,1,2686,722.28,Performance,Physical Retailer
954882,Other,34,5.8999999999999995,Build muscle,1,2505,666.29,Yoga,E-commerce Retailer
514568,Female,30,6.1000000000000005,Build muscle,1,2852,871.52,Leisure,Physical Retailer
286141,Female,26,6,Fat loss,1,1849,571.28,Footwear,E-commerce Retailer
998320,Female,22,8.8,Fat loss,4,1609,683.7,Accessories,Brand Website
734736,Other,23,5.6,General health,1,2282,1041.77,Leisure,Physical Retailer
638685,Female,27,6.7,Build muscle,5,2906,784.61,Performance,Physical Retailer
278031,Female,25,6.5,Fat loss,1,1637,681.22,Performance,E-commerce Retailer
219180,Female,29,6.2,Fat loss,1,1550,437.17,Footwear,Brand Website
166234,Male,23,5.2,Build muscle,1,2902,821.51,Outerwear,Physical Retailer
664242,Male,21,8.3,General health,5,2362,676.05,Performance,E-commerce Retailer
278352,Female,33,4.1,General health,1,2275,637.59,Leisure,Physical Retailer
179459,Male,29,4,General health,1,1886,1051.73,Leisure,E-commerce Retailer
509995,Male,25,6.6,General health,5,1867,789.05,Performance,E-commerce Retailer
