Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Dietary Preferences,Average Spend per Meal Order,Preferred Sports Drink Type,Average Weekly Consumption (Bottles),Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
840976,Male,26,5.3,Build muscle,1,2520,High protein,54.32,Protein shakes,9,847.1,Performance,Physical Retailer
881239,Female,33,5.3,Build muscle,2,2657,High protein,52.82,Electrolyte,11,685.67,Performance,Physical Retailer
193264,Female,19,8.3,Build muscle,4,2847,High protein,52.77,Protein shakes,8,678.37,Outerwear,Physical Retailer
870746,Male,21,6.5,Fat loss,1,1658,Vegan,34.36,Energy drinks,8,712,Accessories,Physical Retailer
913168,Male,18,6,Build muscle,1,2876,High protein,47.04,Fresh juice,8,687.32,Performance,Physical Retailer
325281,Female,34,5.5,General health,4,2034,High protein,40.57,Fresh juice,15,465.52,Performance,Brand Website
737147,Female,25,7.4,Build muscle,4,2649,Whole foods,76.58,,10,667.3,Performance,E-commerce Retailer
998613,Male,31,5.8,Build muscle,2,2904,High protein,60.94,Protein shakes,7,668.04,,E-commerce Retailer
494070,Male,23,,Endurance training,0,2256,High protein,55.08,Protein shakes,9,773.86,Performance,Physical Retailer
452228,Female,29,,Build muscle,4,2664,High protein,57.24,Protein shakes,12,990.61,Leisure,Physical Retailer
531839,Female,25,5.4,Endurance training,4,2076,Vegan,49.94,,6,401.03,Outerwear,Brand Website
369536,Male,22,7.4,Endurance training,4,2084,Whole foods,62.68,Fresh juice,11,446.64,Accessories,Physical Retailer
417824,Female,20,6,Build muscle,1,2545,,52.5,Energy drinks,7,458,Leisure,Physical Retailer
357426,Male,32,6.1,Build muscle,3,2892,Whole foods,69.01,Electrolyte,6,962.97,Accessories,Physical Retailer
277789,Female,20,6.9,Build muscle,4,2900,Whole foods,75.93,Energy drinks,12,387.39,Performance,Physical Retailer
613153,Male,30,7.6,Build muscle,5,2546,High protein,59.18,Fresh juice,10,1086.12,Performance,Physical Retailer
842452,Male,28,6.3,Build muscle,4,2712,,51.46,Protein shakes,12,653.4,Performance,E-commerce Retailer
937291,Male,27,4,Build muscle,0,2978,High protein,,Protein shakes,10,1083.14,Performance,Brand Website
225657,Female,26,4.9,Build muscle,2,2986,Vegan,62.84,Protein shakes,10,246.32,Accessories,Physical Retailer
335167,Male,20,6.1,Fat loss,1,1558,High protein,37.08,Protein shakes,11,835.81,Yoga,E-commerce Retailer
781669,Male,23,5.1,Endurance training,1,2053,High protein,45.02,Fresh juice,10,608.92,Performance,Physical Retailer
580671,Male,28,7.9,Fat loss,6,1841,Whole foods,40.62,Protein shakes,13,802.2,Accessories,Physical Retailer
819094,Male,33,3.8,Build muscle,0,,High protein,57.8,Protein shakes,7,857.92,Performance,Physical Retailer
170467,Other,22,6.5,Build muscle,1,2691,High protein,50.43,Protein shakes,14,614.11,Performance,E-commerce Retailer
283734,Male,28,4.9,General health,1,2302,Whole foods,54.39,Protein shakes,8,907.08,Outerwear,Brand Website
722794,Female,24,6.4,Fat loss,0,1505,Low carb,25.44,Fresh juice,11,984.7,Yoga,Physical Retailer
209751,Female,27,6.3,General health,4,1943,Vegan,56.42,Energy drinks,12,409.39,Leisure,Brand Website
481050,Male,23,5,Build muscle,0,2845,Vegan,60.69,Protein shakes,8,714.98,Performance,Brand Website
911774,Male,23,6.4,Endurance training,3,2260,High protein,41.55,Electrolyte,11,921.64,Accessories,Physical Retailer
792517,Male,28,7.1,Fat loss,4,1572,Vegan,40.65,Electrolyte,8,701.94,Outerwear,Brand Website
561079,Male,23,7.2,Build muscle,1,2673,High protein,57.72,Protein shakes,12,937.31,Outerwear,E-commerce Retailer
468452,Male,27,7.6,Fat loss,4,1731,Whole foods,44.09,Fresh juice,10,983.41,Footwear,E-commerce Retailer
206081,Male,27,6.3,Fat loss,3,,Whole foods,49.05,Electrolyte,8,549.69,Performance,Physical Retailer
713333,Female,34,6.7,Build muscle,4,2927,Whole foods,67.09,Protein shakes,8,507.23,Leisure,Physical Retailer
658986,Male,39,7,Build muscle,3,2946,Whole foods,69.42,Electrolyte,11,1109.06,Performance,Physical Retailer
210078,Male,30,5.7,General health,4,2021,Whole foods,39.98,,8,837.8,Leisure,E-commerce Retailer
967055,Female,35,4.3,Flexibility,1,,Vegan,27.06,Fresh juice,7,518.78,Leisure,Physical Retailer
122671,Male,20,9.5,Build muscle,6,2615,High protein,63.71,,11,955.55,Performance,Brand Website
518400,Female,21,,Build muscle,4,2525,Vegan,63.76,Protein shakes,12,277.05,Footwear,E-commerce Retailer
455528,Female,38,7.1,Build muscle,4,2552,Whole foods,63.43,Protein shakes,15,310.9,Performance,E-commerce Retailer
710490,Male,32,7.2,Endurance training,5,2364,Low carb,53.08,Electrolyte,11,602.87,Footwear,Physical Retailer
151663,Female,30,5.2,Build muscle,1,2528,Whole foods,60.24,Protein shakes,10,440.51,,E-commerce Retailer
115708,Male,23,5.5,Flexibility,1,1518,Whole foods,37.34,Fresh juice,8,874.72,Yoga,E-commerce Retailer
978338,Male,43,5.8,Build muscle,4,2802,Whole foods,67.97,Protein shakes,8,877.42,Performance,Physical Retailer
411955,Male,23,,Build muscle,0,2891,Whole foods,69.54,,14,959.81,Accessories,Physical Retailer
233883,Male,25,5.7,Endurance training,4,2278,Low carb,41.07,Energy drinks,8,683.78,Footwear,E-commerce Retailer
418394,Female,23,5.8,General health,3,2428,High protein,54.06,Fresh juice,14,538.06,Accessories,Physical Retailer
212547,Male,26,7.4,Fat loss,4,1605,High protein,35.56,Fresh juice,10,1084.33,Performance,Physical Retailer
659042,Male,29,7.5,Fat loss,4,1918,High protein,44.09,Fresh juice,14,777.45,Footwear,Brand Website
851102,Male,26,4.3,Flexibility,1,1808,Whole foods,49.28,Fresh juice,6,830.01,Leisure,E-commerce Retailer
862002,Female,28,7.2,Build muscle,3,2726,Whole foods,69.04,Electrolyte,9,562.53,Outerwear,E-commerce Retailer
242483,Male,33,6.6,General health,4,1985,Whole foods,45.09,Protein shakes,10,676.75,,Brand Website
758271,Female,23,7.4,Build muscle,5,,Vegan,52.98,Protein shakes,14,557.55,Performance,E-commerce Retailer
314835,Male,26,5.7,General health,4,2327,High protein,47.19,Electrolyte,8,720.84,Accessories,E-commerce Retailer
501896,Female,25,4.6,Endurance training,1,2272,High protein,43.72,Electrolyte,8,604.24,Performance,E-commerce Retailer
184896,Other,23,8.7,Build muscle,5,2659,High protein,55.26,Electrolyte,15,686.29,Performance,Brand Website
577095,Female,23,,General health,3,2023,Vegan,43.85,Fresh juice,7,615.52,Performance,Physical Retailer
171295,Female,27,7.8,Build muscle,5,2755,Low carb,64.62,Protein shakes,9,879.35,Leisure,Physical Retailer
843974,Male,28,6.1,Build muscle,2,2679,High protein,46.45,Protein shakes,7,654.78,Accessories,Physical Retailer
987121,Female,30,8.3,Fat loss,5,1519,Low carb,21.75,Electrolyte,14,606.21,Footwear,Physical Retailer
373255,Male,26,6.1,Build muscle,4,2611,,53.54,,7,698.99,Performance,E-commerce Retailer
399648,Male,21,6.4,Endurance training,1,2119,Whole foods,50.92,Electrolyte,11,933.17,Outerwear,Physical Retailer
757162,Male,30,6.5,Build muscle,4,2693,High protein,55.25,Protein shakes,10,1009.77,Accessories,E-commerce Retailer
108155,Female,30,6.2,Build muscle,2,2967,High protein,61.29,Protein shakes,11,721.85,Footwear,Brand Website
566872,Male,33,6.2,Build muscle,1,2610,High protein,58.36,Protein shakes,7,767.69,Accessories,Physical Retailer
925816,Female,34,5.6,Build muscle,4,2709,Whole foods,57.9,Protein shakes,14,664.96,Outerwear,Brand Website
474705,Female,30,6,Fat loss,0,1500,High protein,29.02,Protein shakes,8,695.99,Yoga,Physical Retailer
671542,Female,30,4.6,General health,2,,Whole foods,47.61,Electrolyte,10,398.56,Performance,Physical Retailer
908350,Female,28,3.5,Flexibility,0,1592,Whole foods,42.47,Fresh juice,8,633.65,Accessories,E-commerce Retailer
710269,Female,35,4.6,General health,0,2020,Whole foods,60.1,Electrolyte,11,167.74,Performance,Physical Retailer
654594,Other,24,6.8,Build muscle,4,2710,Whole foods,71.19,Electrolyte,11,948.92,Performance,Physical Retailer
247718,Female,26,6.1,Fat loss,1,1927,Low carb,36.39,Fresh juice,12,732.07,Outerwear,Physical Retailer
408987,Female,29,6.7,Build muscle,3,2731,High protein,50.07,Protein shakes,9,749.51,Accessories,Brand Website
745263,Other,28,5.5,Build muscle,1,2761,High protein,51.28,Electrolyte,11,580.86,Outerwear,Brand Website
458745,Female,20,7.2,Fat loss,1,1863,,,Electrolyte,8,661.81,Performance,Physical Retailer
207512,Male,21,5.5,Build muscle,1,2602,High protein,54.51,Protein shakes,10,813.1,Performance,Physical Retailer
247443,Male,29,5.8,Build muscle,4,2549,,51.81,Protein shakes,12,690.38,Footwear,E-commerce Retailer
570587,Male,27,7,Flexibility,6,1873,Vegan,35.51,Energy drinks,11,836.79,Yoga,Physical Retailer
473616,Male,30,6.9,Fat loss,1,1609,Low carb,29.89,Protein shakes,10,613.62,Leisure,E-commerce Retailer
757409,Female,26,6.5,Fat loss,1,1955,High protein,44.78,Electrolyte,10,822.18,Footwear,Physical Retailer
786976,Female,25,7,Build muscle,5,2587,Vegan,57.8,Protein shakes,8,299.84,Performance,E-commerce Retailer
465871,Female,32,,Build muscle,3,2519,Vegan,56.28,Electrolyte,12,535.38,Accessories,Physical Retailer
475037,Male,26,4.7,General health,1,1813,High protein,38.31,Protein shakes,9,880.73,Outerwear,Physical Retailer
907364,Female,18,6.6,Build muscle,0,2632,High protein,60.79,Electrolyte,11,795.04,Performance,Physical Retailer
217796,Female,33,4.9,Fat loss,0,1924,Vegan,42.62,Protein shakes,9,673.85,Accessories,E-commerce Retailer
391999,Female,18,7.4,Build muscle,4,2795,Low carb,50.11,Protein shakes,12,298.83,Performance,Physical Retailer
292506,Female,34,6.8,Fat loss,1,1533,Low carb,26.16,Protein shakes,13,590.02,Footwear,Physical Retailer
798376,Female,22,6.1,Build muscle,1,2879,High protein,57.95,Electrolyte,12,482.02,Performance,Physical Retailer
369544,Male,26,4.9,General health,2,2007,Whole foods,36.87,Protein shakes,4,715.2,Performance,Physical Retailer
480002,Female,31,4.8,General health,1,1998,Whole foods,47.87,Fresh juice,8,438.13,Footwear,Physical Retailer
798002,Male,34,4.4,General health,1,2391,Whole foods,56.29,Protein shakes,11,886.3,Accessories,Brand Website
639439,Male,25,5.2,Build muscle,2,2570,High protein,43.6,Protein shakes,11,944.09,Performance,Physical Retailer
690978,Female,25,4.6,General health,1,1954,Whole foods,43,Protein shakes,6,844.36,Footwear,Physical Retailer
628787,Male,27,6.8,Fat loss,1,1577,Whole foods,44.97,Protein shakes,8,774.23,Footwear,Brand Website
630583,Female,29,6.4,Build muscle,3,2577,High protein,52.66,Protein shakes,14,631.43,Performance,Physical Retailer
488215,Male,24,5.4,Endurance training,0,2171,Whole foods,53.68,Fresh juice,11,1152.37,Leisure,Brand Website
421184,Female,25,5.4,Build muscle,1,2788,Whole foods,68.58,Electrolyte,12,386.51,Performance,E-commerce Retailer
898615,Male,25,6.3,Build muscle,2,2532,High protein,51.08,Electrolyte,9,661.73,,Physical Retailer
522515,Other,28,6.6,General health,4,2219,Whole foods,61.42,Fresh juice,7,451.34,Leisure,E-commerce Retailer
768234,Female,33,5.3,Build muscle,3,2506,High protein,49.97,Fresh juice,10,455.37,Performance,Physical Retailer
478480,Male,33,5.2,Fat loss,0,1659,Whole foods,34.2,Fresh juice,6,779.7,Accessories,E-commerce Retailer
132711,Female,28,5.5,Build muscle,1,2739,High protein,61.85,Protein shakes,8,440.86,Performance,Physical Retailer
891971,Other,27,3.8,General health,1,2222,Whole foods,54.89,Protein shakes,12,832.53,Footwear,Physical Retailer
601157,Male,19,7.2,Flexibility,4,2035,Whole foods,48.6,Fresh juice,10,1071.73,Accessories,Physical Retailer
284423,Male,36,5.4,General health,2,1869,Whole foods,40.11,Fresh juice,7,886.86,Leisure,E-commerce Retailer
616349,Male,25,6.2,Build muscle,1,2867,High protein,58.55,Protein shakes,9,426.33,,Physical Retailer
803714,Male,21,6.5,Build muscle,1,2715,Low carb,49.41,Energy drinks,7,982.51,Outerwear,Physical Retailer
757917,Female,25,5.1,Fat loss,2,1603,High protein,40.8,Energy drinks,11,556.4,Footwear,Brand Website
924792,Female,27,7.4,Build muscle,5,,High protein,53.04,Protein shakes,13,593.75,Performance,Physical Retailer
837378,Male,18,7.7,Build muscle,4,2553,High protein,47.93,Protein shakes,8,907.59,Leisure,Physical Retailer
233272,Male,21,,Fat loss,1,1793,Low carb,39.34,Protein shakes,9,671.09,Accessories,Brand Website
867836,Female,27,7.2,Fat loss,4,1829,Low carb,40.56,Protein shakes,10,727.38,Footwear,Physical Retailer
802335,Male,23,7.4,Flexibility,4,1702,Low carb,34.85,Fresh juice,11,1024.78,Yoga,Physical Retailer
907789,Male,25,7.9,Build muscle,5,,High protein,59.87,Electrolyte,12,759.24,Performance,E-commerce Retailer
743409,Female,30,6.6,Build muscle,2,2544,High protein,50.88,Electrolyte,11,727.98,Outerwear,Brand Website
177505,Female,27,4.5,Build muscle,1,2816,High protein,55.46,Protein shakes,12,743.05,Performance,Physical Retailer
102869,Female,23,6.6,Flexibility,4,1697,Whole foods,49.29,Fresh juice,9,521.33,Performance,E-commerce Retailer
881474,Female,28,4.3,General health,0,2015,High protein,42.84,Electrolyte,4,282.56,,Physical Retailer
554351,Male,21,4.9,General health,1,2280,,54.37,Energy drinks,8,802.15,Accessories,Physical Retailer
412252,Female,22,6.2,Flexibility,2,1808,,52.4,Energy drinks,11,724.71,Leisure,E-commerce Retailer
736584,Male,31,6.6,Fat loss,1,1883,Low carb,24.53,Electrolyte,8,956.76,Footwear,Physical Retailer
718467,Male,24,8.5,Fat loss,4,1934,Low carb,48.97,Fresh juice,11,818.12,Footwear,Physical Retailer
190272,Male,26,7.4,Build muscle,5,2831,Whole foods,61.09,Energy drinks,7,687.5,Leisure,E-commerce Retailer
138467,Male,21,5.7,Fat loss,0,,High protein,,Electrolyte,12,973.25,Performance,E-commerce Retailer
909760,Female,20,,Fat loss,3,1526,Low carb,31.21,,8,871.16,Performance,Physical Retailer
977844,Male,28,7.5,Fat loss,5,1665,Low carb,32.74,Electrolyte,15,800.44,Footwear,Brand Website
580047,Male,26,5.9,Flexibility,4,1817,Whole foods,50.63,Fresh juice,11,826.69,Yoga,Physical Retailer
759347,Male,31,4.1,Flexibility,1,1773,Whole foods,37.88,Energy drinks,8,639.4,Yoga,Brand Website
158871,Male,26,6.5,General health,4,2182,High protein,45.78,Electrolyte,15,720.85,Outerwear,Brand Website
228391,Female,27,5.4,General health,1,2164,Whole foods,50.12,,11,355.12,Performance,Physical Retailer
539430,Male,31,4.4,Endurance training,1,2102,Whole foods,52.29,Fresh juice,9,770.8,Footwear,E-commerce Retailer
710704,Female,24,8,Build muscle,3,2947,High protein,59.12,Electrolyte,10,946.81,Performance,E-commerce Retailer
956703,Male,27,6.6,Build muscle,5,2832,High protein,56.72,Protein shakes,16,832.61,Accessories,Physical Retailer
930496,Female,26,6.5,Endurance training,5,2372,Whole foods,55.82,,9,621.55,,Physical Retailer
356687,Female,36,6.8,General health,5,2415,Whole foods,57.23,Fresh juice,8,550.02,Leisure,Brand Website
825451,Male,26,6,Build muscle,1,2913,High protein,58.67,Electrolyte,6,958.44,Footwear,Physical Retailer
207450,Female,29,6.3,Flexibility,3,1744,Whole foods,49,Fresh juice,12,656.05,Yoga,Brand Website
271890,Male,32,7.7,Build muscle,5,2804,High protein,53.64,Protein shakes,11,802.01,,E-commerce Retailer
538741,Male,24,7.9,Build muscle,4,,,50,Protein shakes,13,798.01,Outerwear,Brand Website
381974,Other,24,6,Endurance training,0,2115,High protein,45.94,Fresh juice,10,498.14,Performance,E-commerce Retailer
500109,Male,22,8.3,Build muscle,5,2640,High protein,54,Fresh juice,9,876.04,Accessories,Physical Retailer
216381,Male,27,6,Build muscle,3,2917,High protein,61.46,Protein shakes,10,793.97,Performance,Physical Retailer
573125,Female,29,5.6,Build muscle,4,2855,High protein,51.34,Electrolyte,13,477.52,Performance,Brand Website
671621,Male,24,5.4,General health,1,2277,Whole foods,46.66,Energy drinks,15,965.97,,Physical Retailer
234508,Female,27,7.1,Fat loss,4,1624,Vegan,34.68,Protein shakes,12,1005.36,Yoga,E-commerce Retailer
829650,Male,24,4.5,Endurance training,0,2024,High protein,36.2,Protein shakes,10,736.63,Performance,E-commerce Retailer
962645,Female,18,7.5,Fat loss,3,1693,High protein,36.08,Protein shakes,9,433.99,Outerwear,Physical Retailer
499111,Female,37,7.1,Build muscle,5,2883,High protein,54.39,Electrolyte,14,543.63,Performance,Physical Retailer
250810,Female,30,5.6,Flexibility,4,2111,Vegan,49.35,Fresh juice,7,472.62,Accessories,Physical Retailer
392890,Female,25,6.2,Build muscle,3,2901,High protein,55.74,Protein shakes,13,908.51,Outerwear,E-commerce Retailer
673665,Male,23,4.8,Flexibility,1,2016,Low carb,37.86,Electrolyte,11,826.91,Leisure,E-commerce Retailer
940477,Other,28,7.4,Fat loss,5,1518,Whole foods,40.86,Protein shakes,12,667.25,Performance,Physical Retailer
460032,Male,28,5,Flexibility,1,2181,Whole foods,54.05,Fresh juice,10,747.61,,Physical Retailer
469599,Male,34,8.4,Build muscle,6,2773,High protein,56.51,Protein shakes,10,1042.48,Accessories,Physical Retailer
760960,Male,23,8.3,Fat loss,3,1753,Low carb,38.12,Electrolyte,14,701.1,Footwear,Physical Retailer
850020,Male,21,6.3,Build muscle,1,2620,High protein,48.22,Protein shakes,9,752.25,Leisure,Brand Website
979611,Male,30,7.1,Build muscle,4,2531,Whole foods,69.62,Protein shakes,10,718.76,Accessories,Physical Retailer
271836,Female,34,6,Endurance training,4,2148,Whole foods,51.95,Protein shakes,15,405.57,,E-commerce Retailer
829903,Female,24,7.3,Build muscle,4,2765,High protein,49.05,Protein shakes,12,615.92,Yoga,Physical Retailer
145714,Other,23,8,Fat loss,2,1536,Vegan,37.29,Energy drinks,8,457.56,Yoga,Brand Website
727234,Male,28,7.4,Build muscle,4,2676,High protein,49.83,Electrolyte,10,829.6,Performance,E-commerce Retailer
996048,Female,28,6.8,Build muscle,3,2841,High protein,59.9,Protein shakes,8,439.96,Performance,Physical Retailer
730271,Male,26,4.8,General health,0,1812,Vegan,50.22,Fresh juice,13,642.36,Performance,Physical Retailer
566960,Male,22,9.6,Fat loss,6,1682,Low carb,31.5,Electrolyte,14,748.95,Performance,Physical Retailer
811851,Male,34,5.7,Endurance training,3,2144,Vegan,48.03,Fresh juice,8,766.14,Outerwear,Physical Retailer
224123,Male,33,5,Endurance training,1,2264,Low carb,32.58,Protein shakes,11,868.35,Footwear,Physical Retailer
405628,Female,29,5.4,General health,1,1887,Vegan,43.39,Fresh juice,9,683.16,Leisure,Physical Retailer
182989,Female,26,3.6,Build muscle,0,2927,High protein,,Protein shakes,10,474.85,Outerwear,E-commerce Retailer
398356,Male,24,7.9,Endurance training,4,2461,Whole foods,58.57,Electrolyte,13,977.96,Performance,Physical Retailer
929957,Male,28,4.6,Flexibility,1,1545,Low carb,23.67,Fresh juice,6,651.67,Footwear,E-commerce Retailer
278274,Male,36,4.7,General health,1,2191,High protein,46.86,Protein shakes,11,726.37,Yoga,Brand Website
787995,Male,25,7.1,Fat loss,4,1618,Low carb,37.41,Electrolyte,9,720.21,Footwear,E-commerce Retailer
425352,Other,34,7,Endurance training,5,2420,Whole foods,60.17,Protein shakes,13,845.09,Performance,Physical Retailer
920260,Male,31,5.5,General health,2,2330,Whole foods,52.5,Electrolyte,9,735.51,,Physical Retailer
511927,Male,25,5.6,Endurance training,4,2446,Whole foods,67.46,Energy drinks,12,1051.64,Performance,Physical Retailer
889852,Male,22,6,Build muscle,1,2719,High protein,49.99,Protein shakes,8,610.01,Performance,Physical Retailer
983184,Female,30,4.5,Build muscle,1,2929,Whole foods,58.69,Energy drinks,11,591.88,,Brand Website
231373,Other,35,4,General health,1,,Whole foods,59.6,,7,598.97,Footwear,E-commerce Retailer
538452,Female,26,7.2,Build muscle,4,2954,High protein,53.41,Electrolyte,9,651.79,Outerwear,Brand Website
215294,Female,37,4.9,General health,1,1845,Whole foods,50.38,Protein shakes,7,707.36,Accessories,Brand Website
559451,Male,20,6.1,Build muscle,1,2873,High protein,54.69,Protein shakes,7,693.68,Yoga,Physical Retailer
748307,Male,34,7.5,Fat loss,5,1545,Whole foods,43.78,Protein shakes,15,677.1,Footwear,E-commerce Retailer
165726,Other,26,6.9,Build muscle,2,2958,Whole foods,79.08,Fresh juice,16,719.83,Performance,Brand Website
241564,Female,37,,Build muscle,3,2513,Vegan,48.16,Protein shakes,12,463.04,Performance,E-commerce Retailer
477812,Female,20,4.6,Flexibility,1,2096,Whole foods,48.01,Electrolyte,11,581.15,Yoga,E-commerce Retailer
368246,Female,28,5.1,General health,4,1802,Whole foods,44.25,Fresh juice,8,682.47,Performance,Physical Retailer
805696,Female,33,5.6,Endurance training,3,2027,High protein,48.65,Electrolyte,8,915.23,Performance,Physical Retailer
218015,Female,20,8,Fat loss,2,1880,Low carb,34.13,Electrolyte,11,228.34,Outerwear,E-commerce Retailer
840674,Other,34,7.2,Endurance training,5,2156,High protein,41.6,Protein shakes,9,671.71,Leisure,Physical Retailer
354079,Female,23,6.1,Endurance training,4,2342,Vegan,52.94,Fresh juice,12,174.63,Outerwear,Physical Retailer
650929,Female,23,7.4,Fat loss,3,1901,Vegan,40.1,Protein shakes,10,606.32,Performance,E-commerce Retailer
789944,Female,19,7.4,Build muscle,4,2918,High protein,59.21,Protein shakes,10,654.34,Yoga,E-commerce Retailer
788105,Male,25,5.9,Endurance training,2,2332,Vegan,42.44,Protein shakes,9,972.94,Leisure,E-commerce Retailer
613758,Female,27,5.9,General health,5,2486,Whole foods,71.73,Protein shakes,13,624.13,Yoga,Physical Retailer
465890,Male,29,6.3,Flexibility,3,1613,Whole foods,34.59,Energy drinks,10,858.99,Performance,Physical Retailer
545101,Female,22,,Build muscle,3,2888,High protein,,Electrolyte,9,716.77,Accessories,Physical Retailer
136631,Other,26,4.6,General health,1,2286,Vegan,48.09,Fresh juice,15,758.86,Performance,Physical Retailer
866577,Female,25,7.4,Fat loss,3,1830,High protein,48.42,Fresh juice,13,318.21,Footwear,Physical Retailer
172991,Male,31,8.9,Fat loss,5,1749,Low carb,29.35,Electrolyte,12,891.83,Outerwear,Physical Retailer
104014,Male,32,4.3,Build muscle,1,2558,High protein,,Electrolyte,9,885.39,Performance,Physical Retailer
373237,Male,37,7.2,Fat loss,3,1702,Low carb,37.63,Fresh juice,8,810.75,Outerwear,E-commerce Retailer
118070,Female,18,7.9,Build muscle,4,2814,High protein,59.06,Protein shakes,7,567.59,Leisure,E-commerce Retailer
922209,Male,26,5.8,Build muscle,4,2738,High protein,49,Fresh juice,8,944.33,Outerwear,E-commerce Retailer
156958,Male,18,7.6,General health,4,2033,Whole foods,54.68,Electrolyte,11,652.14,Accessories,Brand Website
182074,Male,30,3.7,General health,1,2102,High protein,37.18,Electrolyte,10,683.93,Performance,Brand Website
635017,Female,32,8.7,Fat loss,5,1594,Low carb,39.59,Protein shakes,10,641.87,Footwear,E-commerce Retailer
855073,Female,19,4.9,Flexibility,1,2152,High protein,37.8,Fresh juice,8,590.99,Yoga,Physical Retailer
276089,Male,23,6.8,Build muscle,2,2833,High protein,55.87,Protein shakes,7,636.82,Performance,Physical Retailer
297392,Male,33,4.8,Build muscle,0,2612,Low carb,44.16,Protein shakes,9,697.36,Performance,Brand Website
258823,Male,38,5,Endurance training,1,2108,Vegan,40.17,Electrolyte,6,694.14,Leisure,Physical Retailer
730152,Female,31,6.3,Build muscle,4,2861,High protein,60.24,Protein shakes,10,358.11,Accessories,Physical Retailer
493002,Female,35,,Build muscle,1,2844,High protein,58.11,Protein shakes,11,848.57,Performance,E-commerce Retailer
833429,Male,31,7.2,Build muscle,4,2788,Vegan,66.17,Protein shakes,9,813.08,Accessories,E-commerce Retailer
598863,Female,23,6.4,Build muscle,1,2596,Whole foods,54.63,Protein shakes,11,613.18,Accessories,Physical Retailer
467654,Male,28,4.9,General health,1,1815,Whole foods,50.08,Protein shakes,7,820.32,Performance,Physical Retailer
679036,Female,25,6.5,Build muscle,5,2543,Low carb,59.69,Protein shakes,15,546.45,Accessories,E-commerce Retailer
630089,Male,21,8.2,Fat loss,4,1941,High protein,39.24,Electrolyte,12,1000.1,Footwear,Physical Retailer
250262,Male,24,7.4,Build muscle,4,2875,High protein,67.15,Protein shakes,9,916.66,Performance,Physical Retailer
542905,Male,31,5.3,Endurance training,1,,High protein,43.05,Electrolyte,11,811.2,Performance,E-commerce Retailer
335362,Female,29,4.7,Build muscle,1,2889,High protein,48.9,Protein shakes,7,969.61,Leisure,E-commerce Retailer
544209,Female,28,3.2,General health,0,,Low carb,40.95,,8,798.14,Performance,E-commerce Retailer
653880,Male,28,7.5,Fat loss,4,1716,Low carb,,Electrolyte,10,741.25,Footwear,Physical Retailer
897079,Female,30,7.1,Build muscle,4,2898,Low carb,49.31,Electrolyte,13,745.43,Performance,Physical Retailer
764076,Female,33,6.5,Fat loss,3,1759,Whole foods,41.78,Fresh juice,9,519.26,Footwear,E-commerce Retailer
319963,Male,24,7.1,Build muscle,4,2811,High protein,59.25,Protein shakes,10,630.34,Outerwear,Brand Website
580761,Male,21,9.7,Fat loss,6,1819,Low carb,37.79,Electrolyte,11,655.68,Outerwear,E-commerce Retailer
348710,Female,29,5.7,Build muscle,3,2695,Whole foods,68.12,Protein shakes,11,396.04,Yoga,Brand Website
320984,Male,23,6.7,Flexibility,4,1977,Whole foods,51.03,Fresh juice,15,785.73,Outerwear,E-commerce Retailer
997059,Male,29,6.3,Build muscle,5,2917,High protein,59.94,,8,588.19,,Physical Retailer
956748,Other,28,5.6,Endurance training,2,2474,,43.14,Protein shakes,9,692.99,Accessories,Brand Website
882355,Male,22,9.1,Build muscle,5,2594,High protein,55.13,Protein shakes,11,944.92,Accessories,Physical Retailer
364512,Male,29,6.4,Build muscle,4,2555,High protein,46.47,Electrolyte,10,630.75,Leisure,Physical Retailer
701863,Male,33,7.8,Fat loss,4,1531,Vegan,42.54,Electrolyte,8,990.87,Performance,Physical Retailer
368799,Female,27,6.9,Flexibility,4,1730,High protein,33.49,Fresh juice,9,559.86,Accessories,Physical Retailer
337549,Male,21,6.7,Build muscle,2,2871,High protein,62.68,Protein shakes,9,1117.6,Accessories,E-commerce Retailer
694319,Male,24,7.3,Build muscle,2,2508,Whole foods,61.1,Electrolyte,12,738.31,Outerwear,Physical Retailer
584299,Male,28,5.5,Build muscle,1,2690,Whole foods,65.93,Electrolyte,11,821.84,Yoga,Physical Retailer
712210,Male,30,6.1,Build muscle,4,2860,High protein,53.89,Protein shakes,9,516.19,Outerwear,Brand Website
548982,Male,37,7.2,Build muscle,4,2699,Vegan,53.31,Protein shakes,13,790.68,Accessories,E-commerce Retailer
224046,Male,22,7.9,Fat loss,4,1833,Low carb,27.84,Electrolyte,10,834.27,Footwear,Brand Website
506619,Female,26,4.9,Build muscle,2,2660,High protein,46.52,Protein shakes,9,436.12,Outerwear,Physical Retailer
132097,Male,31,,Build muscle,5,2586,High protein,50.13,Electrolyte,11,715.54,Outerwear,E-commerce Retailer
766326,Male,31,4.2,General health,2,1820,Whole foods,45.37,Protein shakes,12,658.02,Outerwear,Physical Retailer
749150,Male,21,9.2,Build muscle,5,2810,Whole foods,75.64,,10,969.58,Performance,Physical Retailer
330229,Male,28,,Build muscle,1,2575,High protein,47.56,Protein shakes,12,804.62,Performance,Physical Retailer
218834,Male,27,7.3,Build muscle,4,2940,Low carb,49.94,Protein shakes,12,1031.11,Performance,E-commerce Retailer
