Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Dietary Preferences,Average Spend per Meal Order,Preferred Sports Drink Type,Average Weekly Consumption (Bottles),Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
757409,Female,26,6.5,Fat loss,1,1955.0,High protein,44.78,Electrolyte,10,822.18,Footwear,Physical Retailer
786976,Female,25,7.0,Build muscle,5,2587.0,Vegan,57.8,Protein shakes,8,299.84,Performance,E-commerce Retailer
475037,Male,26,4.7,General health,1,1813.0,High protein,38.31,Protein shakes,9,880.73,Outerwear,Physical Retailer
907364,Female,18,6.6,Build muscle,0,2632.0,High protein,60.79,Electrolyte,11,795.04,Performance,Physical Retailer
217796,Female,33,4.9,Fat loss,0,1924.0,Vegan,42.62,Protein shakes,9,673.85,Accessories,E-commerce Retailer
391999,Female,18,7.4,Build muscle,4,2795.0,Low carb,50.11,Protein shakes,12,298.83,Performance,Physical Retailer
292506,Female,34,6.8,Fat loss,1,1533.0,Low carb,26.16,Protein shakes,13,590.02,Footwear,Physical Retailer
798376,Female,22,6.1,Build muscle,1,2879.0,High protein,57.95,Electrolyte,12,482.02,Performance,Physical Retailer
369544,Male,26,4.9,General health,2,2007.0,Whole foods,36.87,Protein shakes,4,715.2,Performance,Physical Retailer
480002,Female,31,4.8,General health,1,1998.0,Whole foods,47.87,Fresh juice,8,438.13,Footwear,Physical Retailer
798002,Male,34,4.4,General health,1,2391.0,Whole foods,56.29,Protein shakes,11,886.3,Accessories,Brand Website
639439,Male,25,5.2,Build muscle,2,2570.0,High protein,43.6,Protein shakes,11,944.09,Performance,Physical Retailer
690978,Female,25,4.6,General health,1,1954.0,Whole foods,43.0,Protein shakes,6,844.36,Footwear,Physical Retailer
628787,Male,27,6.8,Fat loss,1,1577.0,Whole foods,44.97,Protein shakes,8,774.23,Footwear,Brand Website
630583,Female,29,6.4,Build muscle,3,2577.0,High protein,52.66,Protein shakes,14,631.43,Performance,Physical Retailer
488215,Male,24,5.4,Endurance training,0,2171.0,Whole foods,53.68,Fresh juice,11,1152.37,Leisure,Brand Website
421184,Female,25,5.4,Build muscle,1,2788.0,Whole foods,68.58,Electrolyte,12,386.51,Performance,E-commerce Retailer
522515,Other,28,6.6,General health,4,2219.0,Whole foods,61.42,Fresh juice,7,451.34,Leisure,E-commerce Retailer
768234,Female,33,5.3,Build muscle,3,2506.0,High protein,49.97,Fresh juice,10,455.37,Performance,Physical Retailer
478480,Male,33,5.2,Fat loss,0,1659.0,Whole foods,34.2,Fresh juice,6,779.7,Accessories,E-commerce Retailer
132711,Female,28,5.5,Build muscle,1,2739.0,High protein,61.85,Protein shakes,8,440.86,Performance,Physical Retailer
891971,Other,27,3.8,General health,1,2222.0,Whole foods,54.89,Protein shakes,12,832.53,Footwear,Physical Retailer
601157,Male,19,7.2,Flexibility,4,2035.0,Whole foods,48.6,Fresh juice,10,1071.73,Accessories,Physical Retailer
284423,Male,36,5.4,General health,2,1869.0,Whole foods,40.11,Fresh juice,7,886.86,Leisure,E-commerce Retailer
803714,Male,21,6.5,Build muscle,1,2715.0,Low carb,49.41,Energy drinks,7,982.51,Outerwear,Physical Retailer
757917,Female,25,5.1,Fat loss,2,1603.0,High protein,40.8,Energy drinks,11,556.4,Footwear,Brand Website
837378,Male,18,7.7,Build muscle,4,2553.0,High protein,47.93,Protein shakes,8,907.59,Leisure,Physical Retailer
867836,Female,27,7.2,Fat loss,4,1829.0,Low carb,40.56,Protein shakes,10,727.38,Footwear,Physical Retailer
802335,Male,23,7.4,Flexibility,4,1702.0,Low carb,34.85,Fresh juice,11,1024.78,Yoga,Physical Retailer
743409,Female,30,6.6,Build muscle,2,2544.0,High protein,50.88,Electrolyte,11,727.98,Outerwear,Brand Website
177505,Female,27,4.5,Build muscle,1,2816.0,High protein,55.46,Protein shakes,12,743.05,Performance,Physical Retailer
102869,Female,23,6.6,Flexibility,4,1697.0,Whole foods,49.29,Fresh juice,9,521.33,Performance,E-commerce Retailer
736584,Male,31,6.6,Fat loss,1,1883.0,Low carb,24.53,Electrolyte,8,956.76,Footwear,Physical Retailer
718467,Male,24,8.5,Fat loss,4,1934.0,Low carb,48.97,Fresh juice,11,818.12,Footwear,Physical Retailer
190272,Male,26,7.4,Build muscle,5,2831.0,Whole foods,61.09,Energy drinks,7,687.5,Leisure,E-commerce Retailer
977844,Male,28,7.5,Fat loss,5,1665.0,Low carb,32.74,Electrolyte,15,800.44,Footwear,Brand Website
580047,Male,26,5.9,Flexibility,4,1817.0,Whole foods,50.63,Fresh juice,11,826.69,Yoga,Physical Retailer
759347,Male,31,4.1,Flexibility,1,1773.0,Whole foods,37.88,Energy drinks,8,639.4,Yoga,Brand Website
158871,Male,26,6.5,General health,4,2182.0,High protein,45.78,Electrolyte,15,720.85,Outerwear,Brand Website
539430,Male,31,4.4,Endurance training,1,2102.0,Whole foods,52.29,Fresh juice,9,770.8,Footwear,E-commerce Retailer
710704,Female,24,8.0,Build muscle,3,2947.0,High protein,59.12,Electrolyte,10,946.81,Performance,E-commerce Retailer
956703,Male,27,6.6,Build muscle,5,2832.0,High protein,56.72,Protein shakes,16,832.61,Accessories,Physical Retailer
356687,Female,36,6.8,General health,5,2415.0,Whole foods,57.23,Fresh juice,8,550.02,Leisure,Brand Website
825451,Male,26,6.0,Build muscle,1,2913.0,High protein,58.67,Electrolyte,6,958.44,Footwear,Physical Retailer
207450,Female,29,6.3,Flexibility,3,1744.0,Whole foods,49.0,Fresh juice,12,656.05,Yoga,Brand Website
381974,Other,24,6.0,Endurance training,0,2115.0,High protein,45.94,Fresh juice,10,498.14,Performance,E-commerce Retailer
500109,Male,22,8.3,Build muscle,5,2640.0,High protein,54.0,Fresh juice,9,876.04,Accessories,Physical Retailer
216381,Male,27,6.0,Build muscle,3,2917.0,High protein,61.46,Protein shakes,10,793.97,Performance,Physical Retailer
573125,Female,29,5.6,Build muscle,4,2855.0,High protein,51.34,Electrolyte,13,477.52,Performance,Brand Website
234508,Female,27,7.1,Fat loss,4,1624.0,Vegan,34.68,Protein shakes,12,1005.36,Yoga,E-commerce Retailer
829650,Male,24,4.5,Endurance training,0,2024.0,High protein,36.2,Protein shakes,10,736.63,Performance,E-commerce Retailer
962645,Female,18,7.5,Fat loss,3,1693.0,High protein,36.08,Protein shakes,9,433.99,Outerwear,Physical Retailer
499111,Female,37,7.1,Build muscle,5,2883.0,High protein,54.39,Electrolyte,14,543.63,Performance,Physical Retailer
250810,Female,30,5.6,Flexibility,4,2111.0,Vegan,49.35,Fresh juice,7,472.62,Accessories,Physical Retailer
392890,Female,25,6.2,Build muscle,3,2901.0,High protein,55.74,Protein shakes,13,908.51,Outerwear,E-commerce Retailer
673665,Male,23,4.8,Flexibility,1,2016.0,Low carb,37.86,Electrolyte,11,826.91,Leisure,E-commerce Retailer
940477,Other,28,7.4,Fat loss,5,1518.0,Whole foods,40.86,Protein shakes,12,667.25,Performance,Physical Retailer
469599,Male,34,8.4,Build muscle,6,2773.0,High protein,56.51,Protein shakes,10,1042.48,Accessories,Physical Retailer
760960,Male,23,8.3,Fat loss,3,1753.0,Low carb,38.12,Electrolyte,14,701.1,Footwear,Physical Retailer
850020,Male,21,6.3,Build muscle,1,2620.0,High protein,48.22,Protein shakes,9,752.25,Leisure,Brand Website
979611,Male,30,7.1,Build muscle,4,2531.0,Whole foods,69.62,Protein shakes,10,718.76,Accessories,Physical Retailer
829903,Female,24,7.3,Build muscle,4,2765.0,High protein,49.05,Protein shakes,12,615.92,Yoga,Physical Retailer
145714,Other,23,8.0,Fat loss,2,1536.0,Vegan,37.29,Energy drinks,8,457.56,Yoga,Brand Website
727234,Male,28,7.4,Build muscle,4,2676.0,High protein,49.83,Electrolyte,10,829.6,Performance,E-commerce Retailer
996048,Female,28,6.8,Build muscle,3,2841.0,High protein,59.9,Protein shakes,8,439.96,Performance,Physical Retailer
730271,Male,26,4.8,General health,0,1812.0,Vegan,50.22,Fresh juice,13,642.36,Performance,Physical Retailer
566960,Male,22,9.6,Fat loss,6,1682.0,Low carb,31.5,Electrolyte,14,748.95,Performance,Physical Retailer
811851,Male,34,5.7,Endurance training,3,2144.0,Vegan,48.03,Fresh juice,8,766.14,Outerwear,Physical Retailer
224123,Male,33,5.0,Endurance training,1,2264.0,Low carb,32.58,Protein shakes,11,868.35,Footwear,Physical Retailer
405628,Female,29,5.4,General health,1,1887.0,Vegan,43.39,Fresh juice,9,683.16,Leisure,Physical Retailer
398356,Male,24,7.9,Endurance training,4,2461.0,Whole foods,58.57,Electrolyte,13,977.96,Performance,Physical Retailer
929957,Male,28,4.6,Flexibility,1,1545.0,Low carb,23.67,Fresh juice,6,651.67,Footwear,E-commerce Retailer
278274,Male,36,4.7,General health,1,2191.0,High protein,46.86,Protein shakes,11,726.37,Yoga,Brand Website
787995,Male,25,7.1,Fat loss,4,1618.0,Low carb,37.41,Electrolyte,9,720.21,Footwear,E-commerce Retailer
425352,Other,34,7.0,Endurance training,5,2420.0,Whole foods,60.17,Protein shakes,13,845.09,Performance,Physical Retailer
511927,Male,25,5.6,Endurance training,4,2446.0,Whole foods,67.46,Energy drinks,12,1051.64,Performance,Physical Retailer
889852,Male,22,6.0,Build muscle,1,2719.0,High protein,49.99,Protein shakes,8,610.01,Performance,Physical Retailer
538452,Female,26,7.2,Build muscle,4,2954.0,High protein,53.41,Electrolyte,9,651.79,Outerwear,Brand Website
215294,Female,37,4.9,General health,1,1845.0,Whole foods,50.38,Protein shakes,7,707.36,Accessories,Brand Website
559451,Male,20,6.1,Build muscle,1,2873.0,High protein,54.69,Protein shakes,7,693.68,Yoga,Physical Retailer
748307,Male,34,7.5,Fat loss,5,1545.0,Whole foods,43.78,Protein shakes,15,677.1,Footwear,E-commerce Retailer
165726,Other,26,6.9,Build muscle,2,2958.0,Whole foods,79.08,Fresh juice,16,719.83,Performance,Brand Website
477812,Female,20,4.6,Flexibility,1,2096.0,Whole foods,48.01,Electrolyte,11,581.15,Yoga,E-commerce Retailer
368246,Female,28,5.1,General health,4,1802.0,Whole foods,44.25,Fresh juice,8,682.47,Performance,Physical Retailer
805696,Female,33,5.6,Endurance training,3,2027.0,High protein,48.65,Electrolyte,8,915.23,Performance,Physical Retailer
218015,Female,20,8.0,Fat loss,2,1880.0,Low carb,34.13,Electrolyte,11,228.34,Outerwear,E-commerce Retailer
840674,Other,34,7.2,Endurance training,5,2156.0,High protein,41.6,Protein shakes,9,671.71,Leisure,Physical Retailer
354079,Female,23,6.1,Endurance training,4,2342.0,Vegan,52.94,Fresh juice,12,174.63,Outerwear,Physical Retailer
650929,Female,23,7.4,Fat loss,3,1901.0,Vegan,40.1,Protein shakes,10,606.32,Performance,E-commerce Retailer
789944,Female,19,7.4,Build muscle,4,2918.0,High protein,59.21,Protein shakes,10,654.34,Yoga,E-commerce Retailer
788105,Male,25,5.9,Endurance training,2,2332.0,Vegan,42.44,Protein shakes,9,972.94,Leisure,E-commerce Retailer
613758,Female,27,5.9,General health,5,2486.0,Whole foods,71.73,Protein shakes,13,624.13,Yoga,Physical Retailer
465890,Male,29,6.3,Flexibility,3,1613.0,Whole foods,34.59,Energy drinks,10,858.99,Performance,Physical Retailer
136631,Other,26,4.6,General health,1,2286.0,Vegan,48.09,Fresh juice,15,758.86,Performance,Physical Retailer
866577,Female,25,7.4,Fat loss,3,1830.0,High protein,48.42,Fresh juice,13,318.21,Footwear,Physical Retailer
172991,Male,31,8.9,Fat loss,5,1749.0,Low carb,29.35,Electrolyte,12,891.83,Outerwear,Physical Retailer
373237,Male,37,7.2,Fat loss,3,1702.0,Low carb,37.63,Fresh juice,8,810.75,Outerwear,E-commerce Retailer
118070,Female,18,7.9,Build muscle,4,2814.0,High protein,59.06,Protein shakes,7,567.59,Leisure,E-commerce Retailer
922209,Male,26,5.8,Build muscle,4,2738.0,High protein,49.0,Fresh juice,8,944.33,Outerwear,E-commerce Retailer
156958,Male,18,7.6,General health,4,2033.0,Whole foods,54.68,Electrolyte,11,652.14,Accessories,Brand Website
182074,Male,30,3.7,General health,1,2102.0,High protein,37.18,Electrolyte,10,683.93,Performance,Brand Website
635017,Female,32,8.7,Fat loss,5,1594.0,Low carb,39.59,Protein shakes,10,641.87,Footwear,E-commerce Retailer
855073,Female,19,4.9,Flexibility,1,2152.0,High protein,37.8,Fresh juice,8,590.99,Yoga,Physical Retailer
276089,Male,23,6.8,Build muscle,2,2833.0,High protein,55.87,Protein shakes,7,636.82,Performance,Physical Retailer
297392,Male,33,4.8,Build muscle,0,2612.0,Low carb,44.16,Protein shakes,9,697.36,Performance,Brand Website
258823,Male,38,5.0,Endurance training,1,2108.0,Vegan,40.17,Electrolyte,6,694.14,Leisure,Physical Retailer
730152,Female,31,6.3,Build muscle,4,2861.0,High protein,60.24,Protein shakes,10,358.11,Accessories,Physical Retailer
833429,Male,31,7.2,Build muscle,4,2788.0,Vegan,66.17,Protein shakes,9,813.08,Accessories,E-commerce Retailer
598863,Female,23,6.4,Build muscle,1,2596.0,Whole foods,54.63,Protein shakes,11,613.18,Accessories,Physical Retailer
467654,Male,28,4.9,General health,1,1815.0,Whole foods,50.08,Protein shakes,7,820.32,Performance,Physical Retailer
679036,Female,25,6.5,Build muscle,5,2543.0,Low carb,59.69,Protein shakes,15,546.45,Accessories,E-commerce Retailer
630089,Male,21,8.2,Fat loss,4,1941.0,High protein,39.24,Electrolyte,12,1000.1,Footwear,Physical Retailer
250262,Male,24,7.4,Build muscle,4,2875.0,High protein,67.15,Protein shakes,9,916.66,Performance,Physical Retailer
335362,Female,29,4.7,Build muscle,1,2889.0,High protein,48.9,Protein shakes,7,969.61,Leisure,E-commerce Retailer
897079,Female,30,7.1,Build muscle,4,2898.0,Low carb,49.31,Electrolyte,13,745.43,Performance,Physical Retailer
764076,Female,33,6.5,Fat loss,3,1759.0,Whole foods,41.78,Fresh juice,9,519.26,Footwear,E-commerce Retailer
319963,Male,24,7.1,Build muscle,4,2811.0,High protein,59.25,Protein shakes,10,630.34,Outerwear,Brand Website
580761,Male,21,9.7,Fat loss,6,1819.0,Low carb,37.79,Electrolyte,11,655.68,Outerwear,E-commerce Retailer
348710,Female,29,5.7,Build muscle,3,2695.0,Whole foods,68.12,Protein shakes,11,396.04,Yoga,Brand Website
320984,Male,23,6.7,Flexibility,4,1977.0,Whole foods,51.03,Fresh juice,15,785.73,Outerwear,E-commerce Retailer
882355,Male,22,9.1,Build muscle,5,2594.0,High protein,55.13,Protein shakes,11,944.92,Accessories,Physical Retailer
364512,Male,29,6.4,Build muscle,4,2555.0,High protein,46.47,Electrolyte,10,630.75,Leisure,Physical Retailer
701863,Male,33,7.8,Fat loss,4,1531.0,Vegan,42.54,Electrolyte,8,990.87,Performance,Physical Retailer
368799,Female,27,6.9,Flexibility,4,1730.0,High protein,33.49,Fresh juice,9,559.86,Accessories,Physical Retailer
337549,Male,21,6.7,Build muscle,2,2871.0,High protein,62.68,Protein shakes,9,1117.6,Accessories,E-commerce Retailer
694319,Male,24,7.3,Build muscle,2,2508.0,Whole foods,61.1,Electrolyte,12,738.31,Outerwear,Physical Retailer
584299,Male,28,5.5,Build muscle,1,2690.0,Whole foods,65.93,Electrolyte,11,821.84,Yoga,Physical Retailer
712210,Male,30,6.1,Build muscle,4,2860.0,High protein,53.89,Protein shakes,9,516.19,Outerwear,Brand Website
548982,Male,37,7.2,Build muscle,4,2699.0,Vegan,53.31,Protein shakes,13,790.68,Accessories,E-commerce Retailer
224046,Male,22,7.9,Fat loss,4,1833.0,Low carb,27.84,Electrolyte,10,834.27,Footwear,Brand Website
506619,Female,26,4.9,Build muscle,2,2660.0,High protein,46.52,Protein shakes,9,436.12,Outerwear,Physical Retailer
766326,Male,31,4.2,General health,2,1820.0,Whole foods,45.37,Protein shakes,12,658.02,Outerwear,Physical Retailer
218834,Male,27,7.3,Build muscle,4,2940.0,Low carb,49.94,Protein shakes,12,1031.11,Performance,E-commerce Retailer
193848,Female,30,4.0,Endurance training,1,2385.0,Vegan,42.49,Fresh juice,5,846.47,Accessories,Physical Retailer
750429,Male,27,7.0,Build muscle,5,2750.0,High protein,61.43,Protein shakes,11,556.55,Footwear,Physical Retailer
805660,Female,39,7.8,Fat loss,5,1887.0,Whole foods,52.25,Electrolyte,11,506.45,Performance,E-commerce Retailer
384821,Female,22,7.9,Build muscle,2,2583.0,Low carb,52.13,Fresh juice,10,440.36,Leisure,Physical Retailer
155609,Female,36,6.1,Endurance training,4,2433.0,Whole foods,68.11,Protein shakes,8,803.71,Performance,Physical Retailer
327897,Male,22,7.2,General health,5,2170.0,Low carb,43.23,Fresh juice,11,527.14,Leisure,Physical Retailer
131024,Female,31,4.3,Endurance training,1,2047.0,Low carb,40.45,Electrolyte,7,539.68,Performance,E-commerce Retailer
170313,Male,30,7.2,Build muscle,5,2878.0,High protein,55.96,Protein shakes,9,590.93,Yoga,Physical Retailer
489957,Male,25,5.3,Build muscle,1,2577.0,Whole foods,55.41,Protein shakes,9,827.62,Leisure,Physical Retailer
284078,Male,31,6.1,Build muscle,1,2529.0,Whole foods,58.36,Electrolyte,11,810.36,Outerwear,Physical Retailer
457429,Male,22,6.1,Build muscle,1,2784.0,High protein,54.95,Protein shakes,14,378.41,Performance,Physical Retailer
561243,Other,29,5.6,Build muscle,3,2635.0,High protein,52.21,Protein shakes,7,732.57,Accessories,Brand Website
103051,Female,21,6.5,Fat loss,0,1985.0,Low carb,43.85,Electrolyte,10,749.2,Footwear,Physical Retailer
804107,Other,32,7.8,Fat loss,4,1781.0,High protein,36.12,Electrolyte,8,954.09,Footwear,Physical Retailer
476836,Female,23,7.8,Fat loss,1,1549.0,Vegan,34.89,Protein shakes,11,189.3,Footwear,Physical Retailer
821772,Female,35,4.4,General health,1,2159.0,Whole foods,48.39,Electrolyte,12,614.46,Leisure,E-commerce Retailer
311810,Male,18,6.2,General health,4,2439.0,Whole foods,60.74,Fresh juice,8,572.81,Leisure,E-commerce Retailer
827975,Female,23,6.8,Fat loss,3,1603.0,Low carb,30.13,Fresh juice,11,305.53,Footwear,Physical Retailer
173523,Male,28,5.3,Build muscle,0,2753.0,High protein,64.54,Electrolyte,14,760.11,Footwear,Brand Website
860463,Female,31,6.8,Build muscle,5,2594.0,High protein,51.66,Protein shakes,7,485.08,Accessories,Brand Website
194476,Male,39,4.8,Endurance training,2,2336.0,Whole foods,62.22,Protein shakes,10,1004.54,Leisure,Brand Website
333841,Male,30,4.9,Build muscle,1,2716.0,High protein,50.8,Protein shakes,9,734.24,Outerwear,Brand Website
903451,Male,26,5.3,General health,4,2372.0,Whole foods,61.16,Fresh juice,7,891.74,Outerwear,E-commerce Retailer
970045,Male,28,3.9,Build muscle,0,2979.0,High protein,61.38,Fresh juice,7,805.63,Performance,Physical Retailer
322866,Other,24,5.4,Build muscle,1,2767.0,Whole foods,67.62,Fresh juice,9,980.86,Accessories,Physical Retailer
186672,Female,20,8.5,Build muscle,5,2740.0,High protein,44.35,Protein shakes,12,694.0,Performance,E-commerce Retailer
834994,Male,23,6.0,General health,4,2400.0,Whole foods,61.44,Protein shakes,9,898.46,Outerwear,E-commerce Retailer
727769,Female,29,4.1,General health,2,2092.0,Low carb,29.19,Fresh juice,7,523.86,Leisure,E-commerce Retailer
474710,Male,24,6.4,General health,1,1824.0,High protein,34.35,Electrolyte,7,522.78,Leisure,E-commerce Retailer
650233,Male,26,7.3,General health,5,2071.0,Whole foods,54.49,Electrolyte,11,721.74,Outerwear,Brand Website
108308,Other,25,5.1,Build muscle,1,2641.0,Whole foods,62.78,Electrolyte,9,596.55,Performance,E-commerce Retailer
368093,Female,27,5.1,Build muscle,3,2633.0,Whole foods,65.35,Protein shakes,15,430.89,Performance,Physical Retailer
283062,Male,18,5.4,Endurance training,1,2472.0,High protein,48.9,Protein shakes,8,772.03,Accessories,Physical Retailer
494366,Female,37,7.0,Build muscle,4,2778.0,Whole foods,63.17,Electrolyte,12,750.64,Performance,Brand Website
844840,Female,28,4.6,Build muscle,1,2625.0,Whole foods,51.46,Protein shakes,6,383.6,Performance,Physical Retailer
200235,Male,28,5.6,Build muscle,3,2815.0,High protein,57.31,Protein shakes,8,759.71,Leisure,Brand Website
478496,Female,22,5.3,Flexibility,2,1640.0,Low carb,28.21,Protein shakes,6,318.16,Yoga,E-commerce Retailer
953049,Male,34,6.4,Build muscle,3,2855.0,High protein,48.41,Protein shakes,10,726.92,Outerwear,Physical Retailer
850201,Male,22,7.6,Build muscle,4,2602.0,Whole foods,67.77,Electrolyte,10,467.36,Performance,Physical Retailer
903328,Male,31,8.4,Fat loss,4,1725.0,Low carb,33.85,Protein shakes,12,673.69,Accessories,Physical Retailer
277247,Male,26,5.1,Build muscle,1,2889.0,Whole foods,71.87,Protein shakes,7,609.91,Performance,Brand Website
763165,Male,32,5.3,Flexibility,1,2074.0,Whole foods,60.23,Electrolyte,8,923.92,Yoga,Physical Retailer
629525,Female,23,7.3,Build muscle,3,2793.0,Vegan,49.6,Protein shakes,11,716.2,Accessories,Brand Website
120056,Male,25,7.3,Fat loss,4,1883.0,Low carb,33.41,Electrolyte,13,859.81,Footwear,Physical Retailer
738836,Female,26,3.3,Endurance training,0,2179.0,Whole foods,43.49,Protein shakes,10,537.64,Outerwear,Physical Retailer
506716,Male,25,5.5,Build muscle,0,2688.0,Whole foods,64.4,Electrolyte,9,850.41,Performance,Physical Retailer
546438,Female,29,5.6,Build muscle,2,2507.0,Vegan,52.38,Protein shakes,9,509.71,Outerwear,E-commerce Retailer
653663,Male,28,4.5,General health,3,2415.0,Low carb,41.27,Protein shakes,12,874.93,Leisure,E-commerce Retailer
765022,Male,30,4.8,Build muscle,1,2724.0,Vegan,62.2,Electrolyte,8,932.67,Performance,Brand Website
641252,Other,21,5.8,Build muscle,2,2533.0,Whole foods,56.29,Electrolyte,7,596.71,Leisure,Physical Retailer
737717,Male,19,6.1,Build muscle,1,2735.0,High protein,55.84,Protein shakes,10,853.83,Performance,Physical Retailer
352764,Female,20,6.0,Build muscle,0,2962.0,High protein,56.2,Protein shakes,8,160.5,Leisure,Brand Website
814998,Other,33,4.7,Build muscle,1,2727.0,Whole foods,61.31,Protein shakes,6,785.1,Performance,E-commerce Retailer
566882,Male,18,4.5,Flexibility,0,2199.0,Vegan,59.41,Fresh juice,9,671.64,Accessories,E-commerce Retailer
840427,Female,20,9.6,Fat loss,4,1812.0,High protein,42.39,Electrolyte,16,524.08,Performance,E-commerce Retailer
612153,Male,30,5.0,Endurance training,1,2482.0,Whole foods,62.91,Fresh juice,7,827.44,Accessories,E-commerce Retailer
167215,Female,20,4.8,General health,1,2229.0,Whole foods,59.68,Protein shakes,8,904.93,Accessories,E-commerce Retailer
955474,Female,30,7.5,Build muscle,4,2521.0,High protein,44.27,Fresh juice,17,39.62,Yoga,Physical Retailer
244356,Female,28,7.9,Build muscle,6,2842.0,High protein,66.24,Protein shakes,10,686.85,Performance,Physical Retailer
303861,Male,27,5.1,Build muscle,2,2539.0,High protein,37.24,Protein shakes,11,970.2,Performance,E-commerce Retailer
554605,Female,20,5.2,Endurance training,1,2438.0,High protein,45.75,Protein shakes,7,625.59,Outerwear,Physical Retailer
109435,Male,29,6.2,Build muscle,3,2678.0,Low carb,52.06,Protein shakes,7,968.33,Performance,Physical Retailer
547556,Female,19,6.8,Build muscle,1,2585.0,Whole foods,64.7,Protein shakes,11,500.15,Outerwear,E-commerce Retailer
799438,Male,27,6.2,Fat loss,3,1632.0,High protein,33.5,Fresh juice,8,697.98,Accessories,Brand Website
675581,Male,26,4.7,General health,1,2324.0,Whole foods,51.16,Protein shakes,12,844.16,Leisure,E-commerce Retailer
178781,Male,27,5.0,General health,1,2339.0,Whole foods,49.14,Electrolyte,12,856.05,Outerwear,E-commerce Retailer
291475,Male,39,5.4,General health,1,2305.0,Low carb,45.99,Fresh juice,6,760.61,Footwear,E-commerce Retailer
260196,Female,34,7.1,Build muscle,5,2583.0,Vegan,59.52,Protein shakes,12,805.41,Performance,Physical Retailer
406063,Female,24,7.7,Build muscle,4,2817.0,Whole foods,65.59,Protein shakes,9,672.49,Yoga,E-commerce Retailer
864121,Male,27,5.3,Endurance training,1,2348.0,High protein,49.97,Protein shakes,8,867.19,Performance,Physical Retailer
876665,Female,24,6.6,Endurance training,3,2342.0,Whole foods,56.56,Fresh juice,13,636.43,Outerwear,Physical Retailer
790607,Other,29,5.7,Build muscle,1,2779.0,High protein,60.53,Electrolyte,11,530.04,Leisure,Physical Retailer
221172,Male,21,6.3,General health,4,2062.0,High protein,47.27,Electrolyte,10,979.73,Performance,Physical Retailer
456902,Female,22,6.1,Flexibility,4,1665.0,Vegan,38.4,Electrolyte,7,464.02,Yoga,Physical Retailer
584963,Male,37,6.0,Build muscle,1,2792.0,Whole foods,65.92,Protein shakes,11,994.98,Performance,Physical Retailer
555968,Female,34,3.3,General health,0,2308.0,Whole foods,59.37,Electrolyte,8,1080.32,Yoga,Physical Retailer
595972,Male,30,5.0,Fat loss,1,1669.0,Low carb,24.9,Protein shakes,9,982.24,Performance,Physical Retailer
388790,Female,22,9.3,Fat loss,3,1585.0,Low carb,32.15,Protein shakes,11,580.54,Footwear,Physical Retailer
647337,Male,36,4.8,General health,3,2247.0,Vegan,53.39,Fresh juice,13,570.71,Yoga,E-commerce Retailer
834965,Male,19,6.3,General health,1,2489.0,Whole foods,55.48,Fresh juice,11,846.58,Performance,Brand Website
983811,Male,22,8.3,Flexibility,5,2001.0,Vegan,52.03,Fresh juice,10,681.03,Outerwear,Physical Retailer
692673,Female,18,6.9,Build muscle,1,2751.0,Whole foods,61.74,Protein shakes,13,899.38,Leisure,Physical Retailer
533374,Male,29,6.0,Build muscle,4,2722.0,High protein,50.72,Protein shakes,11,795.8,Yoga,Physical Retailer
820777,Male,30,6.0,Build muscle,2,2878.0,Low carb,60.37,Protein shakes,16,841.04,Outerwear,Physical Retailer
647577,Female,28,5.9,Endurance training,4,2200.0,High protein,40.47,Protein shakes,12,674.81,Footwear,Physical Retailer
472370,Male,36,6.0,Build muscle,1,2606.0,High protein,57.42,Protein shakes,9,960.39,Yoga,Physical Retailer
987225,Male,26,5.3,Build muscle,1,2749.0,Low carb,50.52,Protein shakes,12,768.77,Performance,E-commerce Retailer
371967,Male,26,5.5,Build muscle,0,2936.0,High protein,58.51,Protein shakes,10,681.84,Accessories,E-commerce Retailer
291232,Male,28,5.6,Build muscle,3,2908.0,High protein,46.97,Protein shakes,8,833.94,Outerwear,Physical Retailer
404119,Female,30,6.2,Build muscle,4,2588.0,Low carb,36.65,Electrolyte,9,700.38,Performance,Physical Retailer
109540,Male,28,4.6,Build muscle,1,2624.0,Low carb,45.87,Protein shakes,11,850.27,Footwear,Physical Retailer
497827,Female,27,4.6,Build muscle,1,2968.0,Vegan,55.93,Protein shakes,7,643.0,Accessories,Physical Retailer
651951,Female,20,7.4,Endurance training,4,2136.0,Whole foods,48.54,Energy drinks,14,824.69,Performance,Physical Retailer
151991,Male,29,5.2,Build muscle,2,2746.0,Whole foods,68.75,Protein shakes,10,835.24,Leisure,Physical Retailer
288751,Female,37,5.6,Flexibility,3,1995.0,Whole foods,52.18,Fresh juice,12,638.57,Yoga,Physical Retailer
466326,Female,31,5.7,General health,4,2477.0,Low carb,44.74,Fresh juice,8,903.68,Performance,Physical Retailer
786337,Male,25,7.1,Build muscle,4,2649.0,High protein,57.26,Fresh juice,9,672.42,Performance,Brand Website
718992,Female,29,6.4,General health,4,2142.0,Whole foods,47.44,Fresh juice,12,860.99,Performance,E-commerce Retailer
453151,Male,37,7.2,Flexibility,5,1820.0,Whole foods,54.95,Fresh juice,12,667.0,Yoga,Physical Retailer
